p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Lmo1	3.33059903566447e-47	1.07682263820994	0.317	0.122	8.20293236493803e-43	L6_CT_CTX	Lmo1
Arhgap322	3.5548982641975e-47	0.55345380734024	0.924	0.594	8.75535893489201e-43	L6_CT_CTX	Arhgap32
Rab3a3	4.13645780771502e-47	0.57996977575725	0.951	0.564	1.01876819346213e-42	L6_CT_CTX	Rab3a
Sema4a3	4.66164832425878e-47	0.835366947548877	0.361	0.149	1.1481173657817e-42	L6_CT_CTX	Sema4a
Brdt3	5.13518118728849e-47	0.826419831236966	0.566	0.3	1.26474377461728e-42	L6_CT_CTX	Brdt
Cdh241	5.20646757953968e-47	1.4757492241372	0.199	0.059	1.28230090016483e-42	L6_CT_CTX	Cdh24
Atp5j4	5.27943251328996e-47	0.534784769332742	0.963	0.629	1.30027143369818e-42	L6_CT_CTX	Atp5j
6030419C18Rik3	5.31719995112896e-47	0.797809277461715	0.65	0.358	1.30957317596355e-42	L6_CT_CTX	6030419C18Rik
Cfl12	5.91715821217793e-47	0.544040864658794	0.986	0.758	1.4573368960773e-42	L6_CT_CTX	Cfl1
Zer12	6.91656707495044e-47	0.74446965439099	0.687	0.39	1.70348130488954e-42	L6_CT_CTX	Zer1
Cadm44	7.08808025646623e-47	0.632804427746882	0.734	0.421	1.74572328636507e-42	L6_CT_CTX	Cadm4
Unc13b2	9.67740906613222e-47	0.712911790481752	0.61	0.329	2.3834490788977e-42	L6_CT_CTX	Unc13b
Gm151552	1.10438569905619e-46	0.769752949826069	0.413	0.185	2.7199915382055e-42	L6_CT_CTX	Gm15155
Mapk8ip32	1.28033905380225e-46	0.631110851031043	0.835	0.521	3.15334705560956e-42	L6_CT_CTX	Mapk8ip3
Klf74	1.39670509669386e-46	0.488199926877902	0.893	0.588	3.43994498264731e-42	L6_CT_CTX	Klf7
Il11ra1	1.47920913123439e-46	0.941717338912651	0.407	0.184	3.64314416931717e-42	L6_CT_CTX	Il11ra1
Dyrk23	1.50783576463767e-46	0.68457341400178	0.63	0.346	3.71364870472612e-42	L6_CT_CTX	Dyrk2
Myocd1	1.5966319852991e-46	2.3978312588903	0.09	0.015	3.93234491659316e-42	L6_CT_CTX	Myocd
Scrn13	1.99197989958363e-46	0.648281217500436	0.758	0.432	4.90604729468453e-42	L6_CT_CTX	Scrn1
Heph3	2.29537720526317e-46	0.521469862312437	0.976	0.617	5.65328451884266e-42	L6_CT_CTX	Heph
G630016G05Rik1	2.87867365855695e-46	1.75512964232185	0.142	0.034	7.08988535365991e-42	L6_CT_CTX	G630016G05Rik
2310035C23Rik3	2.90816631577157e-46	0.730765928510251	0.685	0.396	7.16252281911379e-42	L6_CT_CTX	2310035C23Rik
Slc25a513	3.12218465280075e-46	0.684324340163898	0.722	0.43	7.68962858138297e-42	L6_CT_CTX	Slc25a51
Wwc12	3.18558748375566e-46	0.413587698730322	0.628	0.329	7.84578341374183e-42	L6_CT_CTX	Wwc1
Serinc13	3.57693560061583e-46	0.505494007175289	0.992	0.74	8.80963469075674e-42	L6_CT_CTX	Serinc1
Actr1b2	4.93781522978154e-46	0.638598231577423	0.801	0.468	1.2161345129429e-41	L6_CT_CTX	Actr1b
Wdr472	5.08190148271886e-46	0.7054899025296	0.76	0.458	1.25162151617883e-41	L6_CT_CTX	Wdr47
Abhd17a2	5.23992131255309e-46	0.685415095385229	0.703	0.407	1.2905402200687e-41	L6_CT_CTX	Abhd17a
Myo5b1	6.41535845277565e-46	1.35808011069468	0.249	0.085	1.58003863333412e-41	L6_CT_CTX	Myo5b
Pde10a3	8.2666985114854e-46	0.543217825329891	0.942	0.579	2.03600517639374e-41	L6_CT_CTX	Pde10a
Nrn11	1.29404644639567e-45	0.306013850883393	0.748	0.371	3.18710699282789e-41	L6_CT_CTX	Nrn1
Ccnd12	1.42500487771082e-45	0.4730661711517	0.434	0.187	3.50964451331399e-41	L6_CT_CTX	Ccnd1
Gm39244	1.69098750103526e-45	3.16686353263872	0.05	0.005	4.16473311629974e-41	L6_CT_CTX	Gm39244
Elof13	1.74978288543204e-45	0.706606977573471	0.732	0.428	4.30954026853058e-41	L6_CT_CTX	Elof1
Kcnh12	1.85264630630213e-45	0.638778251131181	0.699	0.38	4.56288258779151e-41	L6_CT_CTX	Kcnh1
Gdap13	1.88375581693017e-45	0.649568048219814	0.781	0.461	4.63950220151733e-41	L6_CT_CTX	Gdap1
Agap32	2.73396948342416e-45	0.651981566975016	0.761	0.443	6.73349344072537e-41	L6_CT_CTX	Agap3
Map7d23	2.87642075399421e-45	0.613280959238813	0.867	0.527	7.08433667501235e-41	L6_CT_CTX	Map7d2
Fam103a13	2.94169318880279e-45	0.751482771445982	0.697	0.397	7.24509615470239e-41	L6_CT_CTX	Fam103a1
Sptbn43	2.96229477413933e-45	0.878346923545301	0.572	0.303	7.29583579922775e-41	L6_CT_CTX	Sptbn4
Wnt21	3.00966686724494e-45	2.03468167025462	0.154	0.04	7.41250852733756e-41	L6_CT_CTX	Wnt2
Gm489562	3.57648483233798e-45	2.30850624735678	0.113	0.023	8.80852449356521e-41	L6_CT_CTX	Gm48956
Rims42	3.69942662860955e-45	0.775185595258517	0.569	0.295	9.11131784360245e-41	L6_CT_CTX	Rims4
Camta21	3.72530573498134e-45	0.582670151068644	0.731	0.419	9.17505549468553e-41	L6_CT_CTX	Camta2
Gm351612	5.10665424894103e-45	1.91565417250734	0.168	0.047	1.25771787497169e-40	L6_CT_CTX	Gm35161
4833439L19Rik3	5.6396519917923e-45	0.639858401885239	0.705	0.412	1.38898988905853e-40	L6_CT_CTX	4833439L19Rik
Camkk11	6.19853676148556e-45	0.872954004141588	0.535	0.274	1.52663761898628e-40	L6_CT_CTX	Camkk1
Miat2	6.83847675113421e-45	0.708599890585686	0.644	0.348	1.68424843903684e-40	L6_CT_CTX	Miat
Rin11	7.60304088650525e-45	1.35698626927416	0.294	0.113	1.87255293993738e-40	L6_CT_CTX	Rin1
Arhgef152	7.67962293671668e-45	1.25076286335307	0.232	0.077	1.89141433308395e-40	L6_CT_CTX	Arhgef15
Slc36a13	8.08369101039768e-45	0.693695624857903	0.517	0.257	1.99093225895084e-40	L6_CT_CTX	Slc36a1
Clstn33	8.51730539416207e-45	0.515224801633776	0.82	0.463	2.09772714552818e-40	L6_CT_CTX	Clstn3
Zdhhc132	9.12254203190998e-45	0.773255629334869	0.436	0.203	2.24679087703911e-40	L6_CT_CTX	Zdhhc13
2410089E03Rik3	1.05578093804197e-44	0.647695136837933	0.729	0.415	2.60028287230356e-40	L6_CT_CTX	2410089E03Rik
Dnal12	1.08330572733009e-44	0.812121794985294	0.59	0.319	2.66807367584127e-40	L6_CT_CTX	Dnal1
Myo103	1.28783704741129e-44	0.645026294029238	0.745	0.442	3.17181386406927e-40	L6_CT_CTX	Myo10
Dync1li22	1.34911063174298e-44	0.629900893886706	0.806	0.508	3.32272457491979e-40	L6_CT_CTX	Dync1li2
Zmat32	1.36002492475935e-44	0.755193899447876	0.644	0.359	3.3496053871898e-40	L6_CT_CTX	Zmat3
Nicn12	1.38758299989649e-44	0.762073792383598	0.63	0.355	3.41747817044507e-40	L6_CT_CTX	Nicn1
Atpif13	1.4389369347065e-44	0.548522010597098	0.983	0.64	3.54395777648864e-40	L6_CT_CTX	Atpif1
Vdac13	1.9275805804539e-44	0.555682571067529	0.936	0.58	4.74743821159992e-40	L6_CT_CTX	Vdac1
Hook12	1.97341731620264e-44	0.850292624433974	0.544	0.288	4.86032950807548e-40	L6_CT_CTX	Hook1
Mill21	2.39690160429717e-44	1.31867560145326	0.104	0.02	5.90332896122351e-40	L6_CT_CTX	Mill2
Osbpl1a3	2.8569837373708e-44	0.474630101330205	0.913	0.556	7.03646524677054e-40	L6_CT_CTX	Osbpl1a
Gm445114	3.08979667569844e-44	0.70138931427248	0.694	0.402	7.60986023257768e-40	L6_CT_CTX	Gm44511
Tmem30a2	3.33191421811013e-44	0.538873890566837	0.96	0.66	8.20617152778345e-40	L6_CT_CTX	Tmem30a
Gpr1622	4.56532025738532e-44	0.785445455471461	0.645	0.367	1.12439272619143e-39	L6_CT_CTX	Gpr162
A830031A19Rik2	4.64530062976977e-44	1.54362025197538	0.26	0.095	1.144091092106e-39	L6_CT_CTX	A830031A19Rik
Cers62	4.68208829998833e-44	0.484113147856716	0.783	0.478	1.15315152740413e-39	L6_CT_CTX	Cers6
Adgrb34	5.65600145427311e-44	0.405270925894618	1	0.726	1.39301659817292e-39	L6_CT_CTX	Adgrb3
Fhad11	6.08632284350739e-44	0.640969792677433	0.307	0.119	1.49900045312743e-39	L6_CT_CTX	Fhad1
Gabrg23	7.00818667214077e-44	0.613776783089166	0.783	0.461	1.72604629548155e-39	L6_CT_CTX	Gabrg2
Padi61	8.38027058572345e-44	4.30825786317711	0.034	0.002	2.06397684255783e-39	L6_CT_CTX	Padi6
Pdk11	8.43506137704403e-44	0.469018154180022	0.55	0.283	2.07747126655217e-39	L6_CT_CTX	Pdk1
Apba23	8.56658214544206e-44	0.531481994788587	0.916	0.574	2.10986351660093e-39	L6_CT_CTX	Apba2
Prkar1b3	8.62047755124509e-44	0.526632337902287	0.953	0.558	2.12313741609615e-39	L6_CT_CTX	Prkar1b
Mgea52	9.2754628091055e-44	0.617262933271053	0.783	0.452	2.28445373525459e-39	L6_CT_CTX	Mgea5
Fam234b2	1.12568095942754e-43	0.75077859074895	0.667	0.381	2.77243963497408e-39	L6_CT_CTX	Fam234b
Fbxw23	1.33272794203323e-43	0.614090836553142	0.794	0.487	3.28237564843365e-39	L6_CT_CTX	Fbxw2
Pja23	1.43825157231632e-43	0.524768081082156	0.982	0.693	3.54226979745787e-39	L6_CT_CTX	Pja2
Fbxo313	1.56644037554815e-43	0.906344116923422	0.498	0.257	3.85798600093755e-39	L6_CT_CTX	Fbxo31
Irgq2	2.48882282613388e-43	0.882097018562265	0.524	0.276	6.12972173848513e-39	L6_CT_CTX	Irgq
Cdadc12	2.66819419594293e-43	0.665412886548015	0.673	0.388	6.57149548518784e-39	L6_CT_CTX	Cdadc1
Bag13	2.67179027135488e-43	0.584368505662376	0.847	0.536	6.58035225931992e-39	L6_CT_CTX	Bag1
Cdk162	2.68218276397752e-43	0.689331696635745	0.696	0.409	6.60594792940024e-39	L6_CT_CTX	Cdk16
Zdbf22	2.80161076356659e-43	1.04148441199948	0.396	0.18	6.90008714958816e-39	L6_CT_CTX	Zdbf2
Ulk41	4.6899516114961e-43	0.683808918949803	0.529	0.27	1.15508818239537e-38	L6_CT_CTX	Ulk4
Gfod14	5.08904715506499e-43	0.590474556358425	0.766	0.45	1.25338142382096e-38	L6_CT_CTX	Gfod1
Adap13	5.15494266572343e-43	0.626715559977259	0.716	0.408	1.26961082914102e-38	L6_CT_CTX	Adap1
E2f12	6.09765671236516e-43	1.60164049629343	0.234	0.083	1.50179187168841e-38	L6_CT_CTX	E2f1
2310026I22Rik2	6.32566594727457e-43	2.13318811666723	0.147	0.038	1.55794826615425e-38	L6_CT_CTX	2310026I22Rik
Gm423723	7.01419020710761e-43	0.735317941332805	0.651	0.362	1.72752490610853e-38	L6_CT_CTX	Gm42372
Mtmr121	7.32402131660331e-43	0.508767537119532	0.598	0.32	1.80383321006623e-38	L6_CT_CTX	Mtmr12
Dpp42	7.43958229326014e-43	0.587578080698423	0.161	0.043	1.83229472300704e-38	L6_CT_CTX	Dpp4
Dnajc53	8.85358124500684e-43	0.552871189078208	0.966	0.665	2.18054852483274e-38	L6_CT_CTX	Dnajc5
Igip3	9.49583355793794e-43	0.612049038407577	0.778	0.457	2.33872884698453e-38	L6_CT_CTX	Igip
Dgki3	1.15524118861185e-42	0.441308378670872	0.919	0.582	2.84524352343214e-38	L6_CT_CTX	Dgki
Crmp12	1.35028233919836e-42	0.699619627207564	0.697	0.396	3.32561037321163e-38	L6_CT_CTX	Crmp1
Skp1a3	1.66521655650402e-42	0.603845610665499	0.907	0.595	4.10126185701375e-38	L6_CT_CTX	Skp1a
Sept113	1.80403216241633e-42	0.522312699458022	0.81	0.486	4.44315081281519e-38	L6_CT_CTX	Sept11
Hectd43	2.02626548997416e-42	0.566058472220094	0.85	0.558	4.99048927525735e-38	L6_CT_CTX	Hectd4
Rgs9	2.34061895072105e-42	1.14278612727288	0.255	0.092	5.76471041373087e-38	L6_CT_CTX	Rgs9
Gm113613	2.44371029437614e-42	0.474226765354194	0.864	0.523	6.01861408401899e-38	L6_CT_CTX	Gm11361
H2afj2	2.63218804987476e-42	0.441747890253335	0.812	0.483	6.48281594803656e-38	L6_CT_CTX	H2afj
Speg2	2.94531967046112e-42	0.794359147029397	0.526	0.274	7.25402781637868e-38	L6_CT_CTX	Speg
Gm266943	3.12448489695508e-42	0.520528990478653	0.865	0.526	7.69529385271067e-38	L6_CT_CTX	Gm26694
Prr72	3.79157689982889e-42	0.869881970990414	0.512	0.264	9.33827474658857e-38	L6_CT_CTX	Prr7
Gm100763	3.82443599202268e-42	0.537388501803211	0.946	0.641	9.41920340475267e-38	L6_CT_CTX	Gm10076
Kcnj33	4.46388315180974e-42	0.464927856759242	0.881	0.524	1.09940978145922e-37	L6_CT_CTX	Kcnj3
Hmgcll13	4.52123292678663e-42	0.710013512093276	0.592	0.323	1.11353445753828e-37	L6_CT_CTX	Hmgcll1
Prkacb2	4.66642382186481e-42	0.466893298075726	0.968	0.663	1.14929352308708e-37	L6_CT_CTX	Prkacb
Xkr71	5.31127295536634e-42	2.23626880371945	0.116	0.026	1.30811341617718e-37	L6_CT_CTX	Xkr7
Chrna52	5.64750686987135e-42	2.35369517350815	0.095	0.018	1.39092446698062e-37	L6_CT_CTX	Chrna5
Rmdn11	6.07505984506019e-42	0.522666998679397	0.82	0.513	1.49622648923987e-37	L6_CT_CTX	Rmdn1
Rnf117	6.62915514384525e-42	0.55270962298814	0.93	0.601	1.63269462037765e-37	L6_CT_CTX	Rnf11
Clvs12	7.12707435190972e-42	0.587604131420011	0.745	0.428	1.75532714213185e-37	L6_CT_CTX	Clvs1
Stox12	7.15902134868926e-42	1.77167792920159	0.17	0.049	1.76319536796868e-37	L6_CT_CTX	Stox1
Fntb4	8.04813032939034e-42	0.928142053456226	0.42	0.202	1.98217401882555e-37	L6_CT_CTX	Fntb
Emc31	8.96744505520296e-42	0.607630334928677	0.592	0.325	2.20859204264594e-37	L6_CT_CTX	Emc3
Ppm1l2	9.67715740718557e-42	0.544723083316515	0.875	0.571	2.38338709781573e-37	L6_CT_CTX	Ppm1l
Tmod23	1.01236003621699e-41	0.492292276718002	0.93	0.615	2.49334153319882e-37	L6_CT_CTX	Tmod2
Ppm1e3	1.08059725441894e-41	0.454056023613346	0.954	0.617	2.66140297790841e-37	L6_CT_CTX	Ppm1e
Pdap13	1.10176550802812e-41	0.589725094310022	0.786	0.476	2.71353826972245e-37	L6_CT_CTX	Pdap1
Cxxc52	1.10877966241473e-41	0.484266582937518	0.775	0.47	2.73081343056123e-37	L6_CT_CTX	Cxxc5
Panct23	1.21919800527415e-41	1.89346184137749	0.182	0.056	3.00276276718971e-37	L6_CT_CTX	Panct2
Trim323	1.39733345894906e-41	0.619948054678179	0.732	0.424	3.44149257604565e-37	L6_CT_CTX	Trim32
Dtx33	1.46862626333914e-41	0.570034093348988	0.806	0.501	3.61707962397797e-37	L6_CT_CTX	Dtx3
Lgi14	1.65952511555779e-41	0.347379863892684	0.844	0.507	4.08724440710727e-37	L6_CT_CTX	Lgi1
Fam189b3	1.69562563375104e-41	1.17007359099472	0.39	0.184	4.17615637336543e-37	L6_CT_CTX	Fam189b
Bicd13	1.74851300115561e-41	0.514505436224567	0.876	0.573	4.30641267054615e-37	L6_CT_CTX	Bicd1
D430041D05Rik3	1.81815379219953e-41	0.426267377188873	0.87	0.487	4.47793097480822e-37	L6_CT_CTX	D430041D05Rik
Gm446442	1.84135928484832e-41	1.13368635501001	0.381	0.176	4.53508378265293e-37	L6_CT_CTX	Gm44644
Ubald12	1.95745646769727e-41	0.778075343311589	0.573	0.315	4.82101953429161e-37	L6_CT_CTX	Ubald1
Tspyl52	2.04640082821157e-41	0.887895295668036	0.528	0.28	5.04008059980228e-37	L6_CT_CTX	Tspyl5
Nt5c34	2.05021277558287e-41	0.665859219456215	0.587	0.324	5.04946904498306e-37	L6_CT_CTX	Nt5c3
Atp1a12	2.08024253410248e-41	0.408413191678051	0.862	0.515	5.12342933724101e-37	L6_CT_CTX	Atp1a1
Gpx12	2.28029743388191e-41	0.45732283819114	0.705	0.406	5.61614454990775e-37	L6_CT_CTX	Gpx1
Foxp43	2.60932656051293e-41	0.98607733229234	0.312	0.129	6.4265103858873e-37	L6_CT_CTX	Foxp4
Pcnx22	2.61771796513385e-41	0.720962613484702	0.598	0.319	6.44717757632815e-37	L6_CT_CTX	Pcnx2
Zfp385b2	2.61821031757306e-41	0.479245618064945	0.823	0.471	6.44839019115069e-37	L6_CT_CTX	Zfp385b
Gm437134	3.38700130760296e-41	0.611626761627303	0.739	0.443	8.34184552049534e-37	L6_CT_CTX	Gm43713
2810403A07Rik3	3.41650641388053e-41	0.749288238527599	0.531	0.281	8.41451364674635e-37	L6_CT_CTX	2810403A07Rik
Rps6ka22	3.46258360646166e-41	0.811799093317094	0.524	0.277	8.52799716435442e-37	L6_CT_CTX	Rps6ka2
Tmem132d3	3.52268355428624e-41	0.454943593539803	0.7	0.386	8.67601732585157e-37	L6_CT_CTX	Tmem132d
Ssx2ip2	3.97115449577348e-41	0.798564993545726	0.555	0.3	9.78055640764049e-37	L6_CT_CTX	Ssx2ip
Lpcat42	4.61471469100558e-41	1.16188577113283	0.359	0.162	1.13655808124777e-36	L6_CT_CTX	Lpcat4
Csrnp32	4.67728111769252e-41	0.572206061442462	0.841	0.506	1.15196756647649e-36	L6_CT_CTX	Csrnp3
Fam105a2	5.17796828901077e-41	1.23679497803478	0.336	0.148	1.27528180990046e-36	L6_CT_CTX	Fam105a
Srf2	5.30883933494612e-41	1.17441898407349	0.326	0.14	1.30751403980388e-36	L6_CT_CTX	Srf
Hcrtr12	5.52062476979411e-41	2.84414600929541	0.08	0.014	1.35967467455259e-36	L6_CT_CTX	Hcrtr1
Gm114182	6.51841953783775e-41	1.13798817879975	0.359	0.162	1.60542154797406e-36	L6_CT_CTX	Gm11418
Atp6v1a3	7.11187147224735e-41	0.507343050461098	0.986	0.692	1.7515828248998e-36	L6_CT_CTX	Atp6v1a
Smim73	7.38710448817441e-41	0.608438838747323	0.742	0.451	1.81936996439247e-36	L6_CT_CTX	Smim7
Bri32	8.68307209040902e-41	0.543535652957289	0.858	0.577	2.13855382514684e-36	L6_CT_CTX	Bri3
R3hdm12	9.02984609584281e-41	0.408073968602717	0.98	0.732	2.22396079494512e-36	L6_CT_CTX	R3hdm1
Bicdl14	9.07225578631433e-41	0.89577061661082	0.502	0.268	2.23440587761136e-36	L6_CT_CTX	Bicdl1
Epn12	1.0578394488584e-40	0.579633863569733	0.775	0.493	2.60535277859335e-36	L6_CT_CTX	Epn1
Mlip2	1.34146031222498e-40	0.714186637606872	0.578	0.305	3.30388260297889e-36	L6_CT_CTX	Mlip
Smap12	1.46996996308498e-40	0.540665244165964	0.824	0.536	3.62038902208199e-36	L6_CT_CTX	Smap1
Fabp33	1.51534135886939e-40	0.718392879202891	0.657	0.38	3.73213423275941e-36	L6_CT_CTX	Fabp3
Amph3	1.54465819016958e-40	0.524655568688265	0.91	0.578	3.80433865656866e-36	L6_CT_CTX	Amph
Rnps13	2.03389878149097e-40	0.571393089903911	0.778	0.471	5.00928930893412e-36	L6_CT_CTX	Rnps1
Zfp7064	2.09344148270237e-40	0.507415502434851	0.943	0.636	5.15593702774766e-36	L6_CT_CTX	Zfp706
Nfic4	2.09847065463428e-40	0.467560941830539	0.65	0.366	5.16832337529876e-36	L6_CT_CTX	Nfic
Dab11	2.16402053687906e-40	0.239359391546264	0.971	0.618	5.32976618027944e-36	L6_CT_CTX	Dab1
Pkia2	2.24382823708356e-40	0.55606742651275	0.815	0.501	5.52632456511311e-36	L6_CT_CTX	Pkia
Gtf3c13	2.41465046455676e-40	0.651325466433257	0.575	0.319	5.94704262915685e-36	L6_CT_CTX	Gtf3c1
Wsb22	2.47446476227782e-40	0.629076189384167	0.735	0.444	6.09435926301405e-36	L6_CT_CTX	Wsb2
Minpp12	2.56320262567123e-40	0.74427165158035	0.558	0.305	6.31291174676568e-36	L6_CT_CTX	Minpp1
Prrg32	2.96237232508894e-40	1.05188638088643	0.425	0.211	7.29602679946155e-36	L6_CT_CTX	Prrg3
Polr1d2	3.06535585867462e-40	0.597153151074352	0.742	0.451	7.54966494432971e-36	L6_CT_CTX	Polr1d
Mrfap13	3.51919325992078e-40	0.518458605678099	0.983	0.677	8.66742107985889e-36	L6_CT_CTX	Mrfap1
Shb2	3.54628428276824e-40	0.374326698221122	0.287	0.109	8.73414356002991e-36	L6_CT_CTX	Shb
Tpi12	3.62020938046143e-40	0.560749567685849	0.896	0.586	8.91621368313847e-36	L6_CT_CTX	Tpi1
Dlgap11	3.82656678401154e-40	0.474419683757737	1	0.725	9.42445133234203e-36	L6_CT_CTX	Dlgap1
Dusp82	4.74134645465134e-40	0.680712747064137	0.671	0.384	1.16774621831608e-35	L6_CT_CTX	Dusp8
Akap72	5.71308739211834e-40	0.467449885418463	0.697	0.402	1.40707629380483e-35	L6_CT_CTX	Akap7
Tomm70a2	6.78652249798427e-40	0.585139531415107	0.804	0.497	1.67145262602855e-35	L6_CT_CTX	Tomm70a
Gpd23	7.05308465323449e-40	0.442805947168967	0.757	0.448	1.73710421924512e-35	L6_CT_CTX	Gpd2
Fam168a2	7.93214288429149e-40	0.451994414031721	0.959	0.725	1.95360747097215e-35	L6_CT_CTX	Fam168a
Relt1	8.55844294960211e-40	1.28346948241167	0.197	0.064	2.1078589140575e-35	L6_CT_CTX	Relt
Emc104	9.12592902392271e-40	0.519865052916024	0.891	0.584	2.24762505930192e-35	L6_CT_CTX	Emc10
Micu33	1.14087267342961e-39	0.544973526219133	0.878	0.576	2.80985530738978e-35	L6_CT_CTX	Micu3
Dapk13	1.40794226179883e-39	0.505078328826788	0.83	0.523	3.46762099658433e-35	L6_CT_CTX	Dapk1
Ppme12	1.43292944359683e-39	0.522611071784601	0.846	0.51	3.52916192663464e-35	L6_CT_CTX	Ppme1
Cisd13	1.49973657647967e-39	0.611592974805458	0.839	0.545	3.69370121421178e-35	L6_CT_CTX	Cisd1
Tprgl3	1.61073800391296e-39	0.595007027240105	0.711	0.43	3.96708662983722e-35	L6_CT_CTX	Tprgl
Brinp22	1.62461268555889e-39	0.670170191030881	0.656	0.37	4.00125858326299e-35	L6_CT_CTX	Brinp2
Dcbld11	1.74210642681962e-39	1.18433361735763	0.278	0.11	4.29063391861404e-35	L6_CT_CTX	Dcbld1
Dnm33	1.92391141183896e-39	0.14409927448383	0.948	0.611	4.73840141621816e-35	L6_CT_CTX	Dnm3
Pik3r32	2.01775113713236e-39	0.221722992002566	0.451	0.218	4.96951927564329e-35	L6_CT_CTX	Pik3r3
Eef1g3	2.11260641797668e-39	0.465993591401849	0.948	0.665	5.20313834683477e-35	L6_CT_CTX	Eef1g
Sfxn32	2.36553226583098e-39	0.766490800273871	0.589	0.326	5.82606941751512e-35	L6_CT_CTX	Sfxn3
Sidt12	2.41710223446233e-39	0.463709226335018	0.69	0.38	5.95308109325727e-35	L6_CT_CTX	Sidt1
Coro2b2	2.509875912203e-39	0.60631270961296	0.752	0.45	6.18157338416477e-35	L6_CT_CTX	Coro2b
Pdzd43	2.59674177179222e-39	0.739217850261167	0.645	0.379	6.39551530974707e-35	L6_CT_CTX	Pdzd4
Rnf144	2.86285560398147e-39	0.530403323623911	0.904	0.571	7.05092706704595e-35	L6_CT_CTX	Rnf14
Gtf2h53	2.92332696241176e-39	0.530359107640054	0.815	0.498	7.19986197572392e-35	L6_CT_CTX	Gtf2h5
Slc48a13	3.06630886451055e-39	0.44602345614911	0.775	0.484	7.55201210240304e-35	L6_CT_CTX	Slc48a1
Mef2d4	3.61207824186545e-39	0.497871760443795	0.832	0.537	8.89618750189042e-35	L6_CT_CTX	Mef2d
Timm133	3.65602578328461e-39	0.530092154487869	0.888	0.563	9.00442590165166e-35	L6_CT_CTX	Timm13
Arhgef251	4.32592087955959e-39	0.646998760945559	0.601	0.328	1.06543105342673e-34	L6_CT_CTX	Arhgef25
Mtus22	4.59627909281419e-39	0.585784349965976	0.716	0.414	1.13201757776921e-34	L6_CT_CTX	Mtus2
Gpr853	5.20530387960717e-39	0.917217621201681	0.48	0.252	1.28201429250845e-34	L6_CT_CTX	Gpr85
Runx22	5.25140481798953e-39	0.619557365886413	0.537	0.282	1.29336849262264e-34	L6_CT_CTX	Runx2
Sobp2	5.32926235742374e-39	0.406852534135463	0.922	0.594	1.31254402600989e-34	L6_CT_CTX	Sobp
Abi3bp1	5.39544750463854e-39	1.08467480258335	0.148	0.041	1.32884476591743e-34	L6_CT_CTX	Abi3bp
Pcdh13	5.5136318677451e-39	0.701686919040754	0.534	0.282	1.35795239270694e-34	L6_CT_CTX	Pcdh1
Rnf1572	5.91649951846715e-39	0.583148911919566	0.774	0.485	1.45717466640328e-34	L6_CT_CTX	Rnf157
Brinp13	6.69710538649793e-39	0.294915071553213	0.919	0.537	1.64943008564057e-34	L6_CT_CTX	Brinp1
Zdhhc92	7.0116300353432e-39	0.514327953201018	0.462	0.231	1.72689436140468e-34	L6_CT_CTX	Zdhhc9
Eif4h2	7.93808221176711e-39	0.542166499300851	0.867	0.567	1.95507026793612e-34	L6_CT_CTX	Eif4h
Afdn3	8.92397167041019e-39	0.522431794580573	0.781	0.486	2.19788498270533e-34	L6_CT_CTX	Afdn
Rheb3	8.92776631452188e-39	0.551661336096425	0.852	0.56	2.19881956560359e-34	L6_CT_CTX	Rheb
Asphd22	8.94255302510345e-39	0.683198229998443	0.584	0.321	2.20246138455273e-34	L6_CT_CTX	Asphd2
Ube2w2	9.64079064666422e-39	0.508887598571716	0.867	0.575	2.37443032836693e-34	L6_CT_CTX	Ube2w
Cplx13	9.97697291730368e-39	0.181039905288312	0.872	0.501	2.45722865980272e-34	L6_CT_CTX	Cplx1
Rpl27-ps33	1.11565616622301e-38	0.469715270564816	0.89	0.558	2.74774957179065e-34	L6_CT_CTX	Rpl27-ps3
Satb11	1.18931605931079e-38	0.166967932496465	0.8	0.454	2.92916652247655e-34	L6_CT_CTX	Satb1
Tmem132b3	1.21662424794531e-38	0.469933791615635	0.873	0.545	2.9964238602645e-34	L6_CT_CTX	Tmem132b
Erc14	1.46766204007351e-38	0.478028248330866	0.777	0.468	3.61470483849706e-34	L6_CT_CTX	Erc1
Neu23	1.7720063034845e-38	1.67391218698227	0.191	0.064	4.36427432485199e-34	L6_CT_CTX	Neu2
Bcl7a3	1.81839022937853e-38	0.625254572155232	0.664	0.394	4.47851329593637e-34	L6_CT_CTX	Bcl7a
Mast32	1.89314115100751e-38	0.319457076303852	0.797	0.446	4.66261734081638e-34	L6_CT_CTX	Mast3
1700001L19Rik2	2.02710861183747e-38	1.50878725267173	0.252	0.099	4.99256580009451e-34	L6_CT_CTX	1700001L19Rik
Strn42	2.04062269124576e-38	0.589022794784176	0.717	0.419	5.02584962626917e-34	L6_CT_CTX	Strn4
Nedd83	2.14376900964245e-38	0.528416909998207	0.919	0.613	5.2798886938484e-34	L6_CT_CTX	Nedd8
Zfp6123	2.16768408188431e-38	0.783343554981941	0.54	0.296	5.33878912527287e-34	L6_CT_CTX	Zfp612
Kcnh32	2.62360807293531e-38	0.903124335797263	0.41	0.197	6.46168432283237e-34	L6_CT_CTX	Kcnh3
Lztr12	2.76828079088597e-38	0.783671822929833	0.486	0.257	6.81799875987306e-34	L6_CT_CTX	Lztr1
