SpotID	row	col
76	5225.716014122921	-3507.054808275903
77	5316.214978933411	-3507.054808275903
78	5406.7139437439	-3507.054808275903
79	3777.7325771550854	-3416.555843465413
80	3868.231541965575	-3416.555843465413
81	3958.730506776065	-3416.555843465413
82	4049.2294715865546	-3416.555843465413
83	4139.728436397044	-3416.555843465413
84	4230.227401207534	-3416.555843465413
85	4320.726366018023	-3416.555843465413
86	4411.2253308285135	-3416.555843465413
87	4501.724295639003	-3416.555843465413
88	4592.223260449493	-3416.555843465413
89	4682.722225259982	-3416.555843465413
90	4773.2211900704715	-3416.555843465413
91	4863.720154880962	-3416.555843465413
92	4954.219119691452	-3416.555843465413
93	5044.718084501941	-3416.555843465413
94	5135.21704931243	-3416.555843465413
95	5225.716014122921	-3416.555843465413
96	5316.214978933411	-3416.555843465413
97	5406.7139437439	-3416.555843465413
98	3687.2336123445957	-3326.0568786549234
99	3777.7325771550854	-3326.0568786549234
100	3868.231541965575	-3326.0568786549234
101	3958.730506776065	-3326.0568786549234
102	4049.2294715865546	-3326.0568786549234
103	4139.728436397044	-3326.0568786549234
104	4230.227401207534	-3326.0568786549234
105	4320.726366018023	-3326.0568786549234
106	4411.2253308285135	-3326.0568786549234
107	4501.724295639003	-3326.0568786549234
108	4592.223260449493	-3326.0568786549234
109	4682.722225259982	-3326.0568786549234
110	4773.2211900704715	-3326.0568786549234
111	4863.720154880962	-3326.0568786549234
112	4954.219119691452	-3326.0568786549234
113	5044.718084501941	-3326.0568786549234
114	5135.21704931243	-3326.0568786549234
115	5225.716014122921	-3326.0568786549234
116	5316.214978933411	-3326.0568786549234
117	5406.7139437439	-3326.0568786549234
118	3687.2336123445957	-3235.5579138444336
119	3777.7325771550854	-3235.5579138444336
120	3868.231541965575	-3235.5579138444336
121	3958.730506776065	-3235.5579138444336
122	4049.2294715865546	-3235.5579138444336
123	4139.728436397044	-3235.5579138444336
124	4230.227401207534	-3235.5579138444336
125	4320.726366018023	-3235.5579138444336
126	4411.2253308285135	-3235.5579138444336
127	4501.724295639003	-3235.5579138444336
128	4592.223260449493	-3235.5579138444336
129	4682.722225259982	-3235.5579138444336
130	4773.2211900704715	-3235.5579138444336
131	4863.720154880962	-3235.5579138444336
132	4954.219119691452	-3235.5579138444336
133	5044.718084501941	-3235.5579138444336
134	5135.21704931243	-3235.5579138444336
135	5225.716014122921	-3235.5579138444336
136	5316.214978933411	-3235.5579138444336
137	5406.7139437439	-3235.5579138444336
138	3687.2336123445957	-3145.058949033944
139	3777.7325771550854	-3145.058949033944
140	3868.231541965575	-3145.058949033944
141	3958.730506776065	-3145.058949033944
142	4049.2294715865546	-3145.058949033944
143	4139.728436397044	-3145.058949033944
144	4230.227401207534	-3145.058949033944
145	4320.726366018023	-3145.058949033944
146	4411.2253308285135	-3145.058949033944
147	4501.724295639003	-3145.058949033944
148	4592.223260449493	-3145.058949033944
149	4682.722225259982	-3145.058949033944
150	4773.2211900704715	-3145.058949033944
151	4863.720154880962	-3145.058949033944
152	4954.219119691452	-3145.058949033944
153	5044.718084501941	-3145.058949033944
154	5135.21704931243	-3145.058949033944
155	5225.716014122921	-3145.058949033944
156	5316.214978933411	-3145.058949033944
157	5406.7139437439	-3145.058949033944
158	3687.2336123445957	-3054.559984223454
159	3777.7325771550854	-3054.559984223454
160	3868.231541965575	-3054.559984223454
161	3958.730506776065	-3054.559984223454
162	4049.2294715865546	-3054.559984223454
163	4139.728436397044	-3054.559984223454
164	4230.227401207534	-3054.559984223454
165	4320.726366018023	-3054.559984223454
166	4411.2253308285135	-3054.559984223454
167	4501.724295639003	-3054.559984223454
168	4592.223260449493	-3054.559984223454
169	4682.722225259982	-3054.559984223454
170	4773.2211900704715	-3054.559984223454
171	4863.720154880962	-3054.559984223454
172	4954.219119691452	-3054.559984223454
173	5044.718084501941	-3054.559984223454
174	5135.21704931243	-3054.559984223454
175	5225.716014122921	-3054.559984223454
176	5316.214978933411	-3054.559984223454
177	5406.7139437439	-3054.559984223454
178	3687.2336123445957	-2964.0610194129645
179	3777.7325771550854	-2964.0610194129645
180	3868.231541965575	-2964.0610194129645
181	3958.730506776065	-2964.0610194129645
182	4049.2294715865546	-2964.0610194129645
183	4139.728436397044	-2964.0610194129645
184	4230.227401207534	-2964.0610194129645
185	4320.726366018023	-2964.0610194129645
186	4411.2253308285135	-2964.0610194129645
187	4501.724295639003	-2964.0610194129645
188	4592.223260449493	-2964.0610194129645
189	4682.722225259982	-2964.0610194129645
190	4773.2211900704715	-2964.0610194129645
191	4863.720154880962	-2964.0610194129645
192	4954.219119691452	-2964.0610194129645
193	5044.718084501941	-2964.0610194129645
194	5135.21704931243	-2964.0610194129645
195	5225.716014122921	-2964.0610194129645
196	5406.7139437439	-2964.0610194129645
197	3687.2336123445957	-2873.5620546024747
198	3777.7325771550854	-2873.5620546024747
199	3868.231541965575	-2873.5620546024747
200	3958.730506776065	-2873.5620546024747
201	4049.2294715865546	-2873.5620546024747
202	4139.728436397044	-2873.5620546024747
203	4230.227401207534	-2873.5620546024747
204	4320.726366018023	-2873.5620546024747
205	4411.2253308285135	-2873.5620546024747
206	4501.724295639003	-2873.5620546024747
207	4592.223260449493	-2873.5620546024747
208	4682.722225259982	-2873.5620546024747
209	4773.2211900704715	-2873.5620546024747
210	4863.720154880962	-2873.5620546024747
211	4954.219119691452	-2873.5620546024747
212	5044.718084501941	-2873.5620546024747
213	5135.21704931243	-2873.5620546024747
214	5225.716014122921	-2873.5620546024747
215	5316.214978933411	-2873.5620546024747
216	5406.7139437439	-2873.5620546024747
217	3687.2336123445957	-2783.063089791985
218	3777.7325771550854	-2783.063089791985
219	3868.231541965575	-2783.063089791985
220	3958.730506776065	-2783.063089791985
221	4049.2294715865546	-2783.063089791985
222	4139.728436397044	-2783.063089791985
223	4230.227401207534	-2783.063089791985
224	4320.726366018023	-2783.063089791985
225	4411.2253308285135	-2783.063089791985
226	4501.724295639003	-2783.063089791985
227	4592.223260449493	-2783.063089791985
228	4682.722225259982	-2783.063089791985
229	4773.2211900704715	-2783.063089791985
230	4863.720154880962	-2783.063089791985
231	4954.219119691452	-2783.063089791985
232	5044.718084501941	-2783.063089791985
233	5135.21704931243	-2783.063089791985
234	5225.716014122921	-2783.063089791985
235	5316.214978933411	-2783.063089791985
236	5406.7139437439	-2783.063089791985
237	3777.7325771550854	-2692.5641249814953
238	3868.231541965575	-2692.5641249814953
239	3958.730506776065	-2692.5641249814953
240	4049.2294715865546	-2692.5641249814953
241	4139.728436397044	-2692.5641249814953
242	4230.227401207534	-2692.5641249814953
243	4320.726366018023	-2692.5641249814953
244	4411.2253308285135	-2692.5641249814953
245	4501.724295639003	-2692.5641249814953
246	4592.223260449493	-2692.5641249814953
247	4682.722225259982	-2692.5641249814953
248	4773.2211900704715	-2692.5641249814953
249	4863.720154880962	-2692.5641249814953
250	4954.219119691452	-2692.5641249814953
251	5044.718084501941	-2692.5641249814953
252	5135.21704931243	-2692.5641249814953
253	5225.716014122921	-2692.5641249814953
254	5316.214978933411	-2692.5641249814953
255	5406.7139437439	-2692.5641249814953
256	3777.7325771550854	-2602.0651601710056
257	3868.231541965575	-2602.0651601710056
258	3958.730506776065	-2602.0651601710056
259	4049.2294715865546	-2602.0651601710056
260	4139.728436397044	-2602.0651601710056
261	4230.227401207534	-2602.0651601710056
262	4320.726366018023	-2602.0651601710056
263	4411.2253308285135	-2602.0651601710056
264	4501.724295639003	-2602.0651601710056
265	4592.223260449493	-2602.0651601710056
266	4682.722225259982	-2602.0651601710056
267	4773.2211900704715	-2602.0651601710056
268	4863.720154880962	-2602.0651601710056
269	4954.219119691452	-2602.0651601710056
270	5044.718084501941	-2602.0651601710056
271	5135.21704931243	-2602.0651601710056
272	5225.716014122921	-2602.0651601710056
273	5316.214978933411	-2602.0651601710056
274	5406.7139437439	-2602.0651601710056
275	3868.231541965575	-2511.566195360516
276	3958.730506776065	-2511.566195360516
277	4049.2294715865546	-2511.566195360516
278	4139.728436397044	-2511.566195360516
279	4230.227401207534	-2511.566195360516
280	4320.726366018023	-2511.566195360516
281	4411.2253308285135	-2511.566195360516
282	4501.724295639003	-2511.566195360516
283	4592.223260449493	-2511.566195360516
284	4682.722225259982	-2511.566195360516
285	4773.2211900704715	-2511.566195360516
286	4863.720154880962	-2511.566195360516
287	4954.219119691452	-2511.566195360516
288	5044.718084501941	-2511.566195360516
289	5135.21704931243	-2511.566195360516
290	5225.716014122921	-2511.566195360516
291	5316.214978933411	-2511.566195360516
292	5406.7139437439	-2511.566195360516
293	3868.231541965575	-2421.067230550026
294	3958.730506776065	-2421.067230550026
295	4049.2294715865546	-2421.067230550026
296	4139.728436397044	-2421.067230550026
297	4230.227401207534	-2421.067230550026
298	4320.726366018023	-2421.067230550026
299	4411.2253308285135	-2421.067230550026
300	4501.724295639003	-2421.067230550026
301	4592.223260449493	-2421.067230550026
302	4682.722225259982	-2421.067230550026
303	4773.2211900704715	-2421.067230550026
304	4863.720154880962	-2421.067230550026
305	4954.219119691452	-2421.067230550026
306	5044.718084501941	-2421.067230550026
307	5135.21704931243	-2421.067230550026
308	5225.716014122921	-2421.067230550026
309	5316.214978933411	-2421.067230550026
310	5406.7139437439	-2421.067230550026
311	4049.2294715865546	-2330.5682657395364
312	4139.728436397044	-2330.5682657395364
313	4230.227401207534	-2330.5682657395364
314	4320.726366018023	-2330.5682657395364
315	4411.2253308285135	-2330.5682657395364
316	4501.724295639003	-2330.5682657395364
317	4592.223260449493	-2330.5682657395364
318	4682.722225259982	-2330.5682657395364
319	4773.2211900704715	-2330.5682657395364
320	4863.720154880962	-2330.5682657395364
321	4954.219119691452	-2330.5682657395364
322	5044.718084501941	-2330.5682657395364
323	5135.21704931243	-2330.5682657395364
324	5225.716014122921	-2330.5682657395364
325	5316.214978933411	-2330.5682657395364
326	5406.7139437439	-2330.5682657395364
327	4049.2294715865546	-2240.0693009290467
328	4230.227401207534	-2240.0693009290467
329	4320.726366018023	-2240.0693009290467
330	4411.2253308285135	-2240.0693009290467
331	4501.724295639003	-2240.0693009290467
332	4592.223260449493	-2240.0693009290467
333	4682.722225259982	-2240.0693009290467
334	4773.2211900704715	-2240.0693009290467
335	4863.720154880962	-2240.0693009290467
336	4954.219119691452	-2240.0693009290467
337	5044.718084501941	-2240.0693009290467
338	5135.21704931243	-2240.0693009290467
339	5225.716014122921	-2240.0693009290467
340	5316.214978933411	-2240.0693009290467
341	5406.7139437439	-2240.0693009290467
342	4320.726366018023	-2149.570336118557
343	4411.2253308285135	-2149.570336118557
344	4501.724295639003	-2149.570336118557
345	4592.223260449493	-2149.570336118557
346	4682.722225259982	-2149.570336118557
347	4773.2211900704715	-2149.570336118557
348	4863.720154880962	-2149.570336118557
349	4954.219119691452	-2149.570336118557
350	5044.718084501941	-2149.570336118557
351	5135.21704931243	-2149.570336118557
352	5225.716014122921	-2149.570336118557
353	5316.214978933411	-2149.570336118557
354	5406.7139437439	-2149.570336118557
355	4320.726366018023	-2059.0713713080672
356	4411.2253308285135	-2059.0713713080672
357	4501.724295639003	-2059.0713713080672
358	4592.223260449493	-2059.0713713080672
359	4682.722225259982	-2059.0713713080672
360	4773.2211900704715	-2059.0713713080672
361	4863.720154880962	-2059.0713713080672
362	4954.219119691452	-2059.0713713080672
363	5044.718084501941	-2059.0713713080672
364	5135.21704931243	-2059.0713713080672
365	5225.716014122921	-2059.0713713080672
366	5316.214978933411	-2059.0713713080672
367	5406.7139437439	-2059.0713713080672
368	4411.2253308285135	-1968.5724064975775
369	4501.724295639003	-1968.5724064975775
370	4592.223260449493	-1968.5724064975775
371	4682.722225259982	-1968.5724064975775
372	4773.2211900704715	-1968.5724064975775
373	4863.720154880962	-1968.5724064975775
374	4954.219119691452	-1968.5724064975775
375	5044.718084501941	-1968.5724064975775
376	5135.21704931243	-1968.5724064975775
377	5225.716014122921	-1968.5724064975775
378	5316.214978933411	-1968.5724064975775
379	5406.7139437439	-1968.5724064975775
380	4411.2253308285135	-1878.0734416870878
381	4501.724295639003	-1878.0734416870878
382	4592.223260449493	-1878.0734416870878
383	4682.722225259982	-1878.0734416870878
384	4773.2211900704715	-1878.0734416870878
385	4863.720154880962	-1878.0734416870878
386	4954.219119691452	-1878.0734416870878
387	5044.718084501941	-1878.0734416870878
388	5135.21704931243	-1878.0734416870878
389	5225.716014122921	-1878.0734416870878
390	5316.214978933411	-1878.0734416870878
391	5406.7139437439	-1878.0734416870878
392	4501.724295639003	-1787.574476876598
393	4592.223260449493	-1787.574476876598
394	4682.722225259982	-1787.574476876598
395	4773.2211900704715	-1787.574476876598
396	4863.720154880962	-1787.574476876598
397	4954.219119691452	-1787.574476876598
398	5044.718084501941	-1787.574476876598
399	5135.21704931243	-1787.574476876598
400	5225.716014122921	-1787.574476876598
401	5316.214978933411	-1787.574476876598
402	5406.7139437439	-1787.574476876598
403	4682.722225259982	-1697.0755120661083
404	4773.2211900704715	-1697.0755120661083
405	4863.720154880962	-1697.0755120661083
406	4954.219119691452	-1697.0755120661083
407	5044.718084501941	-1697.0755120661083
408	5135.21704931243	-1697.0755120661083
409	5225.716014122921	-1697.0755120661083
410	5316.214978933411	-1697.0755120661083
411	5406.7139437439	-1697.0755120661083
412	4773.2211900704715	-1606.5765472556186
413	4863.720154880962	-1606.5765472556186
414	4954.219119691452	-1606.5765472556186
415	5044.718084501941	-1606.5765472556186
416	5135.21704931243	-1606.5765472556186
417	5225.716014122921	-1606.5765472556186
418	5316.214978933411	-1606.5765472556186
419	5406.7139437439	-1606.5765472556186
420	5135.21704931243	-1516.0775824451289
421	5225.716014122921	-1516.0775824451289
422	5316.214978933411	-1516.0775824451289
423	5406.7139437439	-1516.0775824451289
