Cell IDs	CellType
255319129547906650632313833997518829061	L4_5_IT
255322208040051425766915460710808753388	L2_3_IT
255491895498279862840733689938960694433	L6_IT
255615504441213635922627805217624202602	Micro
255691974655448691902206902346035943304	Endo
256001272734162518196235307994554892709	Lamp5
256064711062215271619286519608830130510	L4_5_IT
256225141694472730823956396622881139658	L6_CT
256485092091888796053575683505454660494	L6_CT
256505509771725176392364417238242712617	Sst
256641092942398032882342740079302290631	L6_CT
256667632834015189360429396468126921395	OPC
256717849138593207733189867685494186285	Peri
256866148070848636001191207864003019506	Oligo
25690312067935436797851430529095731045	Oligo
256914870052186642253707393891321893349	Sst
256970017598600057297786742794117500537	Endo
257070154321396687293476986837987019219	L4_5_IT
257132415861351162266276828374522024844	Sst
257148313117145655445905883151239457627	OPC
257167863142094904852466080846432022907	L2_3_IT
257258274792191751021547713253017358207	Oligo
257375773635316234254273195886865113712	L6_IT
257405241119592480998301058765904409966	Oligo
257536515736702840477444545853251581921	Astro
257605778693459187102071064318582120351	L2_3_IT
257624610322384730466530253293726717104	L6_CT
25788439681710725349924744424132661958	OPC
257969625995596887266873555960935940794	Endo
257983038205013603462415652969143609307	L4_5_IT
258002013954395027122580890389399558730	Endo
258154299060284054866204216250804676137	L5_IT
258165749640073160110849297625434384990	L6_CT
258408483836119252218033814463537543211	SMC
258518873603687870757667603642829247105	L5_IT
2585950548642927137044068393372536449	Lamp5
258677333593566536202497894701213120992	L2_3_IT
258768304533291307243393601987007847661	L5_IT
258792354555036354427395210532770739183	L4_5_IT
258924305321828535725723629092278474084	L4_5_IT
259040989848278068281814311564629143368	L6_IT
259059841906936535442404084450707156816	L6_CT
259081610139553183885329636466423232314	L4_5_IT
259364304756157202559473539690691530693	L2_3_IT
259387535290701197639442974209851793322	OPC
259482519788064459962622517516272594798	L5_IT
259530709553628451855015711706154177428	Endo
259749213939449533232357351441275084059	L5_IT
259768759274360231171301307931499126070	Lamp5
259772168571167009189175501717006962845	Endo
259941628059983347723063344564634124219	L2_3_IT
259971664039018570867600826732558675566	Astro
259996002230123963953050925470057360120	L2_3_IT
260091372934275855837706633209055206667	L6_IT
26047693985962494685600183143818708759	L4_5_IT
260487463081844479686442999177297818900	L2_3_IT
260499690902395988544380085039751467256	L2_3_IT
260525610771320133779146256885304829416	Sst
260577020005825482096244519014793827683	Peri
260596857216380209026017588663623796575	Sncg
26072300136831033846078245102967525256	Endo
260747326655333663974646633528018065428	VLMC
260798845981501648480743399849620292741	Endo
260958618940883687034859129394656039294	L2_3_IT
260998586763033126766968879541286128363	L5_6_NP
261112024578440084463125306538845584924	L4_5_IT
261152720309007448297973604103576121610	L6_IT
26121303167210242649417819738574001023	L5_6_NP
261263286942284410031516612927725820170	Oligo
261274976043441148508324402410834281890	L4_5_IT
261313915814855288738108458287582794744	L5_ET
261335247650430505606880987070138312175	VLMC
261400176737277955217600998398763065287	L5_6_NP
261476607587186153930203923851133922894	Oligo
261605560369050557975278773818342163899	L6_CT
261652614037517018670380287967611154309	L4_5_IT
261684568127439963435115954830982324244	L6_IT
261712558462667411485022988835070330906	Endo
261842105324759888753957281413601259643	Endo
26186433690786817575545776710315993842	L2_3_IT
261885085191889830257363239524173490735	Endo
261955623410805458552157988186048745567	L2_3_IT
26206964522696174597885534295202291358	L5_6_NP
262156246026013751745541875642728539724	Endo
262185356901727676859667624701053964397	Endo
262261870578613371839758588511064610108	L2_3_IT
262365583773435747938949512678760111125	L4_5_IT
262469642952090022952746938203740630169	Endo
26249406474856550920722480046987247111	L6_IT
262506739300904686754981861782878574659	L2_3_IT
262513366284392704051059994100828791627	L6_IT_Car3
262517943315537465393023696521571274310	L6_CT
26256028149336013788998903792312097491	L2_3_IT
262607730235322447149755584900671522560	VLMC
2626387249473878009634533700900985132	Peri
262705991403438000237170990739958286256	L4_5_IT
262707286997386595282481325661058274051	L2_3_IT
262710226190923158911334888953881579418	L5_IT
262810630133348372133589494696142780452	L2_3_IT
262812390304395515976854350183327971064	Pvalb
262839955849246306869973379229866379100	Endo
26286157188496008293797044054560338169	L5_IT
262984720180873201228365640018460056810	Astro
263020584743489652837042564809497179473	OPC
263039881481507639475209857844058908213	L5_IT
263050539819766790672557163048423832866	L2_3_IT
263058920978993430714500398157994229506	L5_ET
263080570186978023990952423352220212130	L2_3_IT
263081215183413967777247077384391752182	L5_IT
263089893791774833628409505156449936414	L6_IT
263113253226162866794525824000203181132	L6_CT
263208287224838660936733348247645378974	Lamp5
263234508297021492453074022842053799354	Astro
263254925507523912085850853294650353730	L5_IT
26328962053775317813970598589769102084	L2_3_IT
263477203460491729721392026028232074909	L5_IT
263577140480852842754482988765395125288	L4_5_IT
263741322743095206497640159161849325385	Peri
263992929537335331342744896790883409728	Astro
264181770872536449786984413358554662705	L5_IT
264301394577228427108960414138638738121	L2_3_IT
264445019609906964141328401319480085321	L6_CT
264525498074360542572315233035240818522	L2_3_IT
264644324638626412256901243971132841416	L6_IT
264777463268106715554932015035068642091	L6_CT
264786303566596559582215132716848054049	Endo
264790665723009866430417133254637669023	L2_3_IT
265053223068837465734040017615754119930	L2_3_IT
265216383865444471104385416017488283264	L4_5_IT
265312880875427134089293089244533820479	L6_IT
26532497665337066515972465665445778746	L2_3_IT
265451734705510901556475893016390885164	L4_5_IT
265753212203412244017149262881872207488	L2_3_IT
265826346138771634543323709096657134343	OPC
265836698952083559255003528371106899756	L5_ET
265893915637461271122619765595869584160	L4_5_IT
265898121795978774265760484978635703557	Lamp5
265923019684888939448123941614860976707	L2_3_IT
265929549577891812910103980839534684763	L6_CT
265937738737929154624041511120415026154	VLMC
266015222806938212336380434823028974878	L2_3_IT
266111039009987702750430474342244560245	Endo
266209253946710254560552761673706677529	L4_5_IT
266210993543062230267161359255194491136	L2_3_IT
266240468776394574803203560678894429149	L5_6_NP
266269876582476839706709180499338932897	Astro
266281285962532142577179931462281832890	L5_IT
266304973024663054344400827310858689312	L6_CT
266334558148629442961805645098169190344	L4_5_IT
266362468321944251969341774478647207124	Endo
266458669980595764862044517948205045288	Micro
26651793837296905072728894954507083566	L2_3_IT
266790303415672703091824575837392623706	L5_IT
266814253359749431832062937049348625551	L4_5_IT
266862022451937249509589172754193405261	VLMC
266863136020073400684599647641591579357	L2_3_IT
266906561464068192011445046165689478071	PVM
266950947697353669349868038075917493778	L4_5_IT
267057402921485751717433048214679378493	Lamp5
267132487715520404861427234321040419935	L6_IT
267140241149718037121760412801767113672	PVM
267194125767851671109406001667050359328	L5_6_NP
267256085262879978774248893212522964613	L2_3_IT
267329918867213995362900036261780564117	L6_CT
267501697760387566742962928378678259337	L2_3_IT
267982373376885475342999886587117811519	Endo
268030594011163740807460920100678865134	L6_IT_Car3
268085772236976031787318102933101110675	Astro
268094147132828120959533134335828954469	Micro
268096592449545275062552535523042932840	SMC
2681149072328060831325302187255465994	L2_3_IT
268133585462933894604854882292028070336	VLMC
268339130741418197785835601128771657239	L4_5_IT
268383401237536267189918483481177769435	L5_6_NP
268433026936347507096352516163194843440	L6_CT
268573696509975269370012178464594356149	SMC
268675715980188136991221840085443058936	L5_IT
268702476440468597229195090908436288511	L5_ET
268900680199497630547097724508233942068	L2_3_IT
268940929971757505429345409032193678662	Oligo
269001250244577924130471180673245005096	L6_CT
269029782338420348585609473738708893226	L6_CT
269149993911692295257411370778529025963	L6_CT
269166419737790959198910492593856425798	L4_5_IT
269286821096047683395320890022963282285	L6_IT
269350178522593508582359750244119978678	Endo
269424574419718153546969792674900018379	L4_5_IT
269531226463170631466099401563226291192	Micro
269607585936624699104990991654528388905	L5_ET
269637565808794889737225201075711151437	Lamp5
269778481811470817688505875603070050668	L4_5_IT
269922893241422443529657014314060695766	Pvalb
269949179685075754800992100860380554808	L5_ET
26995648327062035245602576252545889866	L2_3_IT
270094882792562746991041569190640865404	L4_5_IT
270116339285282280960830778920251100918	L2_3_IT
27012371679054419742613980957645631352	L2_3_IT
270150263748861571193935500937066722108	L2_3_IT
270159660547275405979699750236660091482	L4_5_IT
27018345936390725270046528769990362558	Lamp5
270219062805630226006084924021733131063	L5_ET
270418209926040321099414023074418999951	L4_5_IT
270425415196718297612990078965646443036	Vip
270535831321073679817064057079063937882	L5_IT
270585128427936633318778665743603231050	VLMC
270720369525756505524730763674877428886	L5_IT
270793516712003153713463803051600299309	L2_3_IT
270838823460469291424128195797244934916	Vip
270852377521007988963849122137680194869	L2_3_IT
270857224970198738296754577912173055	Pvalb
27085943953448190440231171619730034906	L6_IT
270864153366348395342466869726953245125	L5_IT
271078034034675416098079420229194886984	L2_3_IT
271217728709575191558321071336289938072	L6_CT
271248208122234762994613273881251664509	Endo
271323427623810101820045189172513538334	Peri
271387598770208367718591946467930810862	Endo
271555973661006562470339208339163527213	Endo
27164198192483428083119037269766010045	L5_6_NP
271716783377307202264457350826415786387	L5_ET
271761832168811135992208200236681240813	Astro
271798182826887072915833373962976150053	L4_5_IT
271840747860042707275787052826086394887	L2_3_IT
271873607027846569771428130386843258049	L4_5_IT
271902764838860250967872220894443206933	L2_3_IT
272008496838966134326415460508787462715	L4_5_IT
272036728523817806723094641199458200662	Micro
272104219261991265951755453149182543715	Pvalb
272240981271796860897587475238325118715	L6_CT
27235076320142939777201454485685753284	Pvalb
272483057807166767226844671163031584350	Astro
272512489602664142080047833073918404725	L5_ET
272603904616618112966264367040687574331	L4_5_IT
272703850843569468165518297821728857911	Pvalb
272907503406049253692797528669022153360	OPC
272930050780219941310847038128152882870	Endo
272948238617469339186265784918145686660	Vip
272982678622663705927085518047341582598	L5_IT
272996199988559268639614932135838218004	L5_IT
273017961845047228692478327279329186151	L4_5_IT
273279077118499200360108337824081338672	L4_5_IT
27335014701078698050288099561034665919	L6_CT
273380175469521837384544766207790550131	L2_3_IT
273507613964489287608158375662699043941	Endo
273513843109282804352102185441174146641	L5_6_NP
273563748299673577879677377106205408736	L6_CT
273581048790800710889803730909905423265	Sst
273650958459906147806459556086289400694	Endo
273671212183346622290445545084474685318	L5_6_NP
273685243327535519801042854435013500692	L5_ET
273688277702317692765831557309729808195	OPC
273713996206082330949245030884500789325	Endo
273723089612613906194458708401834420448	L2_3_IT
273752469798042844746382564812780870768	L4_5_IT
27378900167342141795816959569340143718	L5_ET
273932084070402841418091712290652142274	Astro
273955815259728454979786113558395759922	L6_IT
274101371551891033765624465354598795786	L5_IT
274110519813648148342993958932145701095	L6_CT
274209799779967143040634711696346314824	L2_3_IT
274245898515141578553644918741927287113	Endo
274346942698840517002815891039644376351	L5_IT
274412479452275423862137959758523017528	Astro
274434342849752946460237106665651505862	Peri
274602026162105903515280482088795480823	L2_3_IT
27466517342085052320462626029382603688	Endo
274906184032831930433419131495222241441	L2_3_IT
275030724322753716457173668080939412644	L6_IT
27508861729323381954983634956578907124	Pvalb
275530937115904074276590175679860761953	L6_CT
275600243081933717322557291970055902574	L5_IT
27563746833986206724443874113924488994	L4_5_IT
275754199613295038597858669670913679510	L2_3_IT
2758102793355810541703117262052720006	L6_IT_Car3
27583310127724494452204585972230856490	L2_3_IT
275852314834663115091461856107096680818	L6_IT
275878879574505317453648557077588330019	L6_CT
276037733461481068390610579919553363971	L5_IT
276083234474942705872030219017496963456	OPC
276235462367214455240728095048789859147	L6_CT
276285561422233499410271616977901682690	Endo
276324227104011655780654119919748863254	Endo
276328520180971028159894292041083195210	L5_IT
27638264403499565224143349481790624529	Micro
276569772317067509030644345553555912683	L2_3_IT
276602818232631959940308032207302821928	L2_3_IT
276634231092493095353139685894960879013	L4_5_IT
276819872221217155732645990166792774741	L4_5_IT
276921074948362416740870218606901906456	Vip
27693265165967354567451836431310031057	L2_3_IT
277147134340022787151582608030431018015	Micro
277253438252806181592724589434028256667	L5_ET
277390731878765980606668007185425779360	L5_IT
277490317373818554124311994648482192833	L2_3_IT
277618573633223082449447437511096146997	L2_3_IT
277658330092115990293249642369926906587	Sst
27773798485376753274853216521541760098	Peri
278067729279590690852774941772889916762	L2_3_IT
278306533163058554386347463428517328262	Astro
278352434919535694883769213280126305523	L5_6_NP
278397679376798127756904986551656303826	L6_CT
278399841908703361276780928350735527794	L2_3_IT
278475742754239587300667698969986549545	Astro
278519943330560132086063333163056020400	L6_CT
278688759675084938625700962254755141483	L5_IT
27878964393745302684518993057061412234	L2_3_IT
279009156995296531101176684095700985525	L5_IT
279135997699083372723837160792666471789	Peri
279224213807879448694406246530583802973	L6_IT
27935208788722628681723885254027870864	OPC
279483226765491868287249972635348441741	Pvalb
279517512733802263716232121951398272131	Endo
279629043061548056654505706080268258894	L5_6_NP
279979416282968822179318731926486693005	Endo
28010360627971040413867749602360184724	L2_3_IT
280154603844091336592590460097781263243	L5_IT
280173379144114487925697019509588874026	L4_5_IT
280182177185071419725056224141033059270	L2_3_IT
280211826590509343125692388674370801804	L4_5_IT
280259597473038929241813285320361482914	L6_IT
28031763654964538094200159688645406867	L5_IT
280503178067119983492246621615607033189	Endo
28067970494837839748229934795603092225	L2_3_IT
280685043293212127095906424818437994138	L2_3_IT
280755749704251490041175884654487706381	L5_IT
280757302966380149313284641378993599870	VLMC
280799531065188165564913114718390399883	L5_ET
280814663061023268528861632484301053949	Vip
280825294560597236601337949046722210680	L6_CT
280949910209816665364886732718050959691	Sncg
2810528343801394890909255403314203182	Oligo
28107645328554852957466985651762052507	Peri
281126728873616810857828267497648260358	L6_CT
281224719594453263901494715645142493546	L4_5_IT
28145554636502990659999474516407890074	L6_IT
281456461901354474078177290663195037733	L6_IT
281498143050988294901533599788024128892	Peri
281520579154149239914326729233892683864	Astro
281718386866940060962558065134368273281	L2_3_IT
28175894632577844196193212828870503561	Endo
281837578865872077687014474022354036047	L5_6_NP
2819032666694449244551186674170649559	Peri
281951791265167021210165644017125107715	L5_IT
282089317172609349062562755406796822383	L5_IT
282107404920588318390467493186979934044	Astro
282388016525984373677726031293394470525	L6_CT
282485899999032841764331233925264113958	L2_3_IT
282652194156721630608541487986936474076	L5_ET
282663825823507552465731794552641604268	Lamp5
282679872179849241258828897663792449187	L4_5_IT
282777075779200883047821091665411924236	Endo
282821517487467577198349003007082138476	L6_CT
282898310581342190218720034856311289386	L5_ET
28297407995708696957634693540514139774	L2_3_IT
283038205805952019140643910591092261151	L4_5_IT
283142509569759672554085222620445867987	Pvalb
283235147438301449245196389841716153788	VLMC
283250111070559202842808521452148960886	L4_5_IT
283285266022769970220059589297236510561	Vip
283365647712463811098410645903600366397	L6_CT
283578945518942212403230303409725574086	L5_ET
283704710124119426630872870950200407450	L2_3_IT
283756761938942749131843692270094867212	L2_3_IT
283850806002608427830446500992070505352	L5_IT
283993340595973875381082442255982235254	OPC
284036125205419384407218254915385613389	L6_CT
284037218975187793513475951652100449051	L5_IT
28426680565323191156215484069420999267	Astro
284544957295596105329724527109444940761	Sst
284582639580979683626268482197759582129	L6_IT
284605620048474386616827953507882150035	SMC
284628084472995428033316700100400279787	Astro
28466866115426194139404549998085498718	L2_3_IT
284757436173891549236613160269278899903	L2_3_IT
284773233616140150700566645518825814941	L5_IT
284857388187082251454954371908595192778	L5_6_NP
284955639355253565707418331904027260860	Sst
285101511552553507825937195105614475297	Peri
285128723989102893711133732114406473568	Astro
285190713687376590388751934006285119551	L5_IT
285190784476210480004066246749715558680	Micro
285310557097589010317993934413150689842	VLMC
285412931012562282621329420746593185128	L2_3_IT
285542291054828869801420482045222593047	Pvalb
28556120123662856777984156825992541488	Endo
285603263683389839683037325433426609384	PVM
285685291554552766819426550633455050915	Endo
28568991677690397873291650200388968698	L4_5_IT
285697311798888931935191726803915164987	Peri
285701337116509359712896145991968202313	L2_3_IT
285843013147407027347822065777401296096	OPC
285869482386669591220661190919097370605	VLMC
285909174381122463538595813946406150086	L2_3_IT
285930780681811551610524228425086364810	L2_3_IT
285937421535442060125356438578782974374	L4_5_IT
286035533672953991676428473550612589190	L4_5_IT
286050467231111105355962048953981439260	Sst
286059391333703719044670283069168437521	L4_5_IT
286132622390620100333238644665070448020	Sst
286289504535106616289662030755607211010	L6_IT
286342465078279655884603648995944753530	Sst
286421305624972004611108847271270279357	L5_IT
286489212571012053934765100947419189711	L4_5_IT
286512088136918473212816924196943626394	Peri
286590735254857135393406317824694620392	L5_6_NP
286609914121166620367320582982096935916	L5_ET
286791765984659550369993689003573874900	L6_CT
28685329259980853150232337008874910045	L2_3_IT
287004206455762507252668985671892668877	L6_CT
287073457044344680278062418638192508837	PVM
287093236305424610765603370034505732534	L5_IT
287163682725323378823426516749430713217	Astro
287300892240472326478221208137625604492	L6_IT
287351866005703445818181198921004278993	L2_3_IT
287355014956573993393778998560433863575	Astro
28739106073596878778669180062148247612	Peri
287432976075566995843902466389595883757	L6_CT
287491984357585785748522227499062152733	Endo
28751694384236617342578172053895745354	Endo
287560456206448676105491544752053505682	L5_IT
287620455149207775103792491427910421347	L2_3_IT
287676319208265404672049415672236793130	VLMC
287802890180128325908518071378594761966	L6_CT
287829962905060620466244168740837518008	Micro
287975826642876703911047288789591475705	L5_IT
288015243877852018202991143651536016096	L6_IT_Car3
288096151203091949205477890448320545708	L4_5_IT
288163130931451397763156952525566357200	L2_3_IT
288220116457608169910468934814891177079	VLMC
288249800495611925439316598872848037525	L6_IT_Car3
288320749174089606835977361119950794348	L5_6_NP
288347559418742904692721746174461790231	L4_5_IT
288556242824600529448927895916737177123	Peri
288749887918887299746928492877681229403	Micro
288785537513611234132646430634538637262	L4_5_IT
288807821357084196310722291510149207660	L5_6_NP
288979510079981891654962017926751910621	L5_ET
289040157378404666909129007932776138318	L5_IT
289207735900706019084421383575684865170	L4_5_IT
289343122383658514498136765909048820765	L6_CT
28937714887785532255949098101182192245	Endo
289382397480189968180495803025608805591	OPC
289387526633711698179023310372201483730	Vip
289401196172438129190552085074479265775	Vip
289475426922926206316742483362316927016	L5_ET
28947558125306342782654158603274760479	L5_IT
289484082088175875396165287428572450562	L2_3_IT
289507027245274556993489286922644826307	L5_IT
289599717694676375731180823945312218536	L2_3_IT
289749465905511064723226023190534107138	L2_3_IT
289789068465464567014897192305976617495	L4_5_IT
289805046658592433774655778663713456852	VLMC
28992784470211272700009078752492461864	L2_3_IT
289976676509918206718848034718443247342	OPC
290095930497877988798308926118258463079	Oligo
29017357265684898146476792722386539900	Endo
290213033972584748292311437516354026662	Endo
290229710568483706443209117125624272980	L5_6_NP
290281118800574328128063396819739286229	L5_IT
290417916867990073532979549126687576116	OPC
290426966510838776163747693666301870054	L5_ET
290538786927413253520880297365218490615	L4_5_IT
290660211374439364063393704191219848491	L4_5_IT
290689763507718448704379100803571785514	Endo
290734455146583036709203480861646599423	OPC
290840353381456538346015834276065721263	VLMC
290921015975431121854532548688950034474	L6_CT
291012032665931936655488532830638784826	L4_5_IT
291020277943015954211517441952378724721	L2_3_IT
291073954632244594577986921455396050970	L2_3_IT
291085725036857863340260953030926706061	L2_3_IT
291124175909301336193888274030597283929	L2_3_IT
291167878541580720111085331265078320950	Oligo
291182792185814844391273196287414603755	L5_IT
291239305137759791951925808689340502937	SMC
291252615277790760263720159115048773665	Vip
291298313962288882062630557195546700368	VLMC
291355652736096242717551431067645678885	Endo
291396113674832057900400026083851220552	OPC
291440178102714992086306682754571109963	L2_3_IT
291444618000650579810789287150039753076	VLMC
291555461999285868809677470908983571619	L4_5_IT
291660058548935402229311462097571587542	L6_IT
291688959246406057253376661228179476430	Lamp5
291701330163170449149684624380072963905	L6_IT_Car3
291734188121006371521205060951652788097	L6_IT
291808328942876871577495855328702604360	Sst
291920476814441105898741344889671687956	L4_5_IT
291969115497564730025962960052495358398	L4_5_IT
291970792857598238493120506694546238516	L5_IT
292011232315990266290854445382242988758	Oligo
292041221267415814616543848152101003870	L6_IT
292048788788646368464431368171207208019	L5_6_NP
292068010149223082567150341565302564540	VLMC
292091871078333955989651982556820281362	L4_5_IT
29214834587495926027035856513503890697	Astro
292245543484678990600896923099331809541	Oligo
292449149516638789967449234269532643966	L6_CT
292457844811840174891365902755716175263	Astro
292490070617045832373451305767992737084	Endo
292530834538602092211111811294633680809	Pvalb
292543313084206700419685662824777867134	L5_IT
292589574705360931845513116568648500633	L4_5_IT
292602350368121362690536382558056925098	L5_IT
292702185683694314366225378273721388584	Astro
292796406702242371375285325548638008698	Endo
292840374164586244860446346558736930045	Astro
292859119258431176609848126705670154312	L2_3_IT
292994935853339306493337106061313698440	Micro
292997726491433332387337980614156843230	Oligo
293084455030941241275793240513976067519	VLMC
293131091323329573433475401619705826137	L6_CT
293317253369794592877046090353860298299	VLMC
29333328774678975103150929140409693923	Astro
293384843486600413605675427509134914746	SMC
29368668534943345472475124335815349033	L4_5_IT
293720763600870689867995992592237710321	L2_3_IT
293800954752504819391184425463691209672	Pvalb
293915232870927125968895133499285926011	L6_CT
293918390529609353553298375910037761513	L5_ET
293923484203288421590898415747248288807	L5_6_NP
293935255372176129837992885638438032851	L6_IT
293945353968010263963111501403977035298	L6_CT
293999290843482143396750877509853030488	L5_ET
294101434953479123866178115767537739116	L2_3_IT
294105624123804698185081775492339351274	L6_CT
294185546214488060815849722493272673560	VLMC
294294635413343287337867510515529700699	SMC
294377170599240995999583638047954051457	L2_3_IT
294431335959517840011881700087904064278	Oligo
294435974280099576138647970022679976605	VLMC
294506292288552979716096341515100614377	VLMC
294518933136340462760365342428295471604	L4_5_IT
294526670439514475204505551949507183135	Peri
294574909459652815141705886701156508772	Endo
294604851017213715304385904004004847546	Astro
29466339938544897211509822465273764792	OPC
294713128453284835265569188509776356118	L6_CT
294749670332160270181385024748949358700	OPC
294813491003833199425648287666538682105	L2_3_IT
294821800702651936752488521826665323729	L6_IT
294944154380196019066720812045843098127	Peri
294983081051072165371588857110321429452	L2_3_IT
295037749000692520983051304079697010560	L6_CT
295109330490819905773982341169423036663	Endo
295133360545078097466810123413356098424	OPC
295141600665383336886462239876964002	L4_5_IT
295284199737998646404589156891982124995	L2_3_IT
295293792578091328192881360134717809288	Astro
295306553286479321734977984642071705198	Sst
295317948837582638238848170271544236741	L5_IT
295327204667601896358591035595357686076	L6_CT
295338156695562275248492490868278072656	OPC
295340055415995458225464781131532888471	L5_ET
295381369265308898488572846203897029130	L2_3_IT
295405824309995621865135055338856892624	L4_5_IT
29550638677967443334165597784044632229	L6_CT
295544110030515592498073196933929036883	Endo
295600290160793951059666502632024611662	L2_3_IT
295612826343472366861123886877999676972	VLMC
295631463592485520869299039011821051433	Astro
295686275876752012573915118115620879707	Peri
295782885883243046771032648485890778966	Pvalb
295824704093343833151555142703257574423	Oligo
295931870531091176326771444085568069449	Lamp5
296097084252264129732412965046926632434	Vip
296279564483557434201895961091896515306	Peri
296329591428298353481026936338248956675	L6_IT
296349918070123453221553514989626368054	Astro
296461767825468194781827377947530071655	Endo
296624604018443431974649194757264945132	L6_CT
29674525047497700311915116509559738672	Astro
296839585596796825688390052784177543908	L2_3_IT
296927420650450639669502352571268926975	L6_IT_Car3
297031301798074233752642013244189741376	L6_IT_Car3
297146823971783170717261275453081915061	Sst
297216878879383288851750935497133674232	Sst
297232957338221866863917144220008225735	Astro
297249811449804529618196347167709481308	L2_3_IT
297297354768927553276372660997782875747	L6_IT
29741841877202050917075302422702356853	VLMC
297452537882934317256568390595465450814	Pvalb
297509220166943962776864103761950081955	L6_CT
297530587512658730756976734973086718191	L2_3_IT
297584393102796616671615551828358592826	L6_CT
297606390543250200271974037166384613810	L2_3_IT
297682442610965864065404159492702425032	Micro
29775310950590441136425733896771151462	Pvalb
297774655361068446318854076771890432941	L5_IT
29786166692852435008342836810959756810	L4_5_IT
298140382180129466413684216589097929232	L2_3_IT
298237325326257541714844585731176194176	OPC
298238301012742143814861292204263679558	L2_3_IT
298239347137548300192557692562294677147	L2_3_IT
298471959442459711358720758615929685512	L2_3_IT
298557634373992847245911112956311566945	L2_3_IT
298560724754712891577320601066637821838	L2_3_IT
298626746814055414694742899588757872754	L2_3_IT
298662570646859663081684742588811016419	SMC
298744185796351169139432523602288927269	Endo
298838832035634261563736144656929618847	L5_ET
298858099400434801226093302366940648647	L4_5_IT
298940741564175772778984183411980154249	Pvalb
298960462300819576307383799164814197037	L2_3_IT
299063104999282886683634579075108781751	L5_IT
299064431348631932827263291857304224402	L2_3_IT
299076060877019122068369691580830877543	L2_3_IT
29910797351306599019580248745342714388	L5_ET
299208212461667167524820228738276132565	L2_3_IT
299322482950695259758527729815098821180	L2_3_IT
299579675364052698451626216865472962841	Pvalb
299689243370286873757557740242470764584	L6_IT
299805760280965545689861071016481598455	SMC
299863044365977840226201483474106273709	Pvalb
299877003245530626678768285245870352206	L2_3_IT
299896025876829258288328794165822081240	L6_IT
299917445789610221023344198803398662077	Vip
299945493493757233519050731778320049647	Endo
299978300056647079923966196680340741983	L2_3_IT
300054327317167479440966581073035444514	L6_CT
300090037367938402809916929159813342823	L2_3_IT
300134781156664075934110474580191478049	L4_5_IT
300224330881332225619705765934303555824	L6_IT
300255493583021375152295897500516178864	VLMC
300343916859421949552111843658308715001	L5_ET
300568424884585728545256251488686292584	Endo
300734899617869113904565731077599076166	L2_3_IT
30075158048290758052521727339937425973	L2_3_IT
300896006220218861948003103259311132016	Endo
300928099507312546152937354353455724604	L5_6_NP
30118613860918027726046889493345736420	Peri
301235056442899290347681163896820060105	L2_3_IT
301371664521379548927222837977408670633	Astro
301373572180622328183479670718868429225	L6_IT
301408858446771533498627404621339356242	L2_3_IT
301527863277350414341892329984094939784	L4_5_IT
301535452633043374025009941994709678381	L6_IT
301541690444015626604123284755930262395	L2_3_IT
301665402294908927053831964077020879312	L4_5_IT
301710539794160425807539208666374666198	L6_IT
301762333905290312298064319974367157270	Astro
301763911348283020309089169989980052765	Endo
301767819756953289887549522514207001361	L2_3_IT
301875000971154348219354431743339324782	L2_3_IT
301904078200801645176687813281196745432	SMC
302034860684065024215652551021453679392	Peri
302244254175438614669604336180544179932	L4_5_IT
302371909674141670771762823283835367868	L2_3_IT
302392505312065842984227669999149764171	L5_IT
302459778732112774006775385059922442949	L6_IT
302461791384613072659106386898104383266	L6_CT
302566370397217112202209526383029018551	L2_3_IT
302664363581987001423841067932857226833	OPC
302757397228466575724516882793355347398	OPC
303156472139139488379031796399309376265	L5_IT
303164733617020267478940986450022112737	Sst
303431346046111554987883595090871488696	L5_IT
303448278684614476442180067146361017106	Pvalb
303490383180667065330166394480332568507	L4_5_IT
303532175610340079238968099646722003320	L4_5_IT
303596985174272598708340701414807530632	L5_IT
303634369895522994830785886409704155764	L5_IT
303710976367169354434144367816433026256	Sst
303899320940499226268727646323121961199	Astro
303942160919612836512444328420411458140	VLMC
304007401602229277771474299461771546346	L6_CT
30402638718851878992440171358819598728	L5_ET
304092638100442579602328881315536548957	L2_3_IT
30417334808660423117328906634801405610	OPC
30419111442959742871502918219838246565	Pvalb
304234787501892091453007328329457735466	L5_ET
304303417940143983608686615473356951026	SMC
304330190355318963200812316588404751002	L2_3_IT
304384338816206816077683744529143206031	L5_IT
304407020145371566080003935202840824085	Endo
30441803959624348094889588768977195215	OPC
304464456051670615398987457263084516530	Sst
304537786439925001472150117505889393597	L2_3_IT
304546320029623361054615610492894172523	L2_3_IT
304548308011182718569445358187190898376	VLMC
30456101139695489841628037843100444781	Endo
304699828795295619969028222885016667714	L6_CT
304794847043339882027486311623445917933	L6_CT
304805112488095454795060719646394281577	VLMC
305230851401230790175945037729786776411	L2_3_IT
305332606437067785640073659625407358946	Endo
305392989280477124908268507137413617671	L2_3_IT
305418347378656265181359577707202330550	L2_3_IT
305520164983425831317567348109082458289	VLMC
30564465469398918621758561013850339299	OPC
305854109857033872920515019328333888962	Astro
305898754230419262852035600841537319492	L2_3_IT
305992938988787265072038127886708488528	Endo
306020601254924488867686139206180379663	L4_5_IT
306135254674104986927080640283881222091	Endo
306135623527361887007677401423819982935	L6_IT_Car3
306295811757990304159703566812995425604	L5_6_NP
