Oligo	VLMC	Astro	L4_5_IT	L5_IT	L2_3_IT	Endo	L6_IT	Sst	L5_ET	L6_CT	Peri	PVM	Micro	SMC	L5_6_NP	Vip	OPC	Pvalb	Lamp5	L6_IT_Car3	L6b	Sncg
83	0	0	0.0218492562285851	0	0	0	0	0	0	0	0	0.978150743771415	0	0	0	0	0	0	0	0	0	0	0
84	0	0	0.0154325873054589	0.193835435178069	0.790731977516472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0	0	0	0.532943112220079	0.428409008809191	0.0386478789707299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	0.214376497980923	0.194413421514247	0.169120137876872	0.189062083636756	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233027858991202	0	0	0
87	0	0	0.241083578443362	0	0.404730791980488	0	0	0.168835689019457	0	0	0	0	0	0	0	0	0	0	0	0	0.185349940556694	0	0
88	0	0	0	0	0.00521936908884101	0.191733789855441	0	0.0111306021338508	0	0.00732623426187827	0	0	0	0	0	0.77428522201409	0	0	0	0	0	0	0.0103047826458991
89	0	0	0	0	0	0	0	0	0.0240187687602245	0	0	0	0	0	0	0	0	0	0.975981231239775	0	0	0	0
90	0	0	0	0	0.0325468739142836	0	0	0.0540932795629998	0	0	0	0	0	0	0	0	0	0	0	0	0.807028831365617	0.106331015157099	0
91	0	0	0	0	0.0896288463811834	0	0	0.0542185613879896	0	0	0	0	0	0	0	0	0	0	0	0	0.836481068991467	0.0196715232393597	0
92	0	0	0	0	0.0839000864695985	0	0	0.185860444360389	0	0	0.729719313688695	0	0	0	0	0.000520155481317325	0	0	0	0	0	0	0
93	0	0	0	0.223146841658341	0.203411206372966	0	0	0.12399873924299	0	0	0.449443212725704	0	0	0	0	0	0	0	0	0	0	0	0
94	0	0	0.145206466449747	0.161339002331863	0.225335361681013	0.0402981944571156	0	0.251487257929212	0	0	0.17633371715105	0	0	0	0	0	0	0	0	0	0	0	0
95	0	0	0	0.0136945117662362	0.240752053074672	0	0	0.582699924305214	0	0	0.162853510853877	0	0	0	0	0	0	0	0	0	0	0	0
96	0	0	0.627858981820053	0	0.29990422842181	0	0	0.0722367897581372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	0.833564598754949	0	0.01855403403367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123222532499013	0	0.0246588347123678	0	0	0
