LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,LSI_13,LSI_14,LSI_15,LSI_16,LSI_17,LSI_18,LSI_19,LSI_20,LSI_21,LSI_22,LSI_23,LSI_24,LSI_25,LSI_26,LSI_27,LSI_28,LSI_29,LSI_30
X102961153274706937193126587656972162038,2.77407221697255,0.368658830778124,-1.39747247842492,-2.43526857644537,-3.51048387100964,0.236493127406422,2.37155394652228,2.93346268873916,0.404928204415639,0.196017516080218,1.45457936610121,1.44919546199096,-3.02330182652193,-2.42998224654382,-1.64672407303639,1.92555906128241,2.71917519953706,1.1438467728484,-0.811505526402573,2.0065165278301,0.534695166805769,-0.961245326031877,-1.06605470470494,-0.645124680817387,0.059468168845019,0.426599004335116,0.101849933598511,-0.409977958259372,0.86382413620267
X103059365527586362447650942647026521319,1.36748150855599,-0.321467197168855,-0.319577985466472,-1.9463396804063,1.7005732851807,2.3514931538979,-0.891155290784822,-2.37821006112685,0.387901164818702,1.48752917615259,-1.30624622026131,-4.67609361889297,-4.30775464829353,5.42881983026136,-7.87454533496008,-0.991629439748633,-2.5415886180787,-2.43529351464584,0.220276536043329,2.17049500405089,0.0211186396315119,3.21150010556495,-0.385050076042938,-0.832108886062985,0.373685511135231,3.60834642136738,-2.78520015669358,-3.19717034486561,1.88206506203164
X103205043405221891887187035103989199675,3.57348634044187,-1.50423653107384,-2.78208781620327,0.405778923299758,-0.971385778008132,-1.84872135708548,-0.483823756049506,-0.053751172690233,-0.955447757145221,0.76607883454475,-1.96625933212501,0.391379547913336,-0.367999467172928,0.77955149471003,-0.225448274999955,-0.506275044052799,0.289778051828554,0.511134062671435,-0.993010037705048,1.57688642883134,0.634035490059013,-0.53463857600616,1.2579648131521,-0.978290782146492,0.138803538642471,2.1365404413668,-0.574177427854871,-0.337173150339158,0.476335758190518
X103384017201440493716854958896156052945,-0.406911781421132,2.70518114009351,-0.503094939463168,-1.03183140635356,0.546776701480211,-0.150634070854932,-1.43478498530786,-0.345947631266162,0.340745250617147,-0.232533840037305,2.92466517113239,-1.77478716725216,0.86117340551421,-2.18597961827264,-1.80838758219594,1.39593993939013,0.10942470654048,-2.63857581483649,-3.05593156582939,0.928279906016837,0.0510316029916456,0.689815593754902,-0.0164497461830886,0.524847093942217,3.85800307135199,2.14130106378437,0.0117384877214368,-1.87170939108851,-1.84576587731134
X103411609474924234227396703721662557657,3.12262933940224,1.735515404351,-1.26997630198737,-1.8366794284471,1.60665914987282,-0.359678269525571,1.00586940719653,2.99301606467902,-0.538984591814619,-0.423376205365304,-0.0567558254903332,0.240744306971646,2.64297040445394,1.41579656402458,1.82499428528914,-2.13275796698809,-0.171428260268288,-0.348829551357702,0.958221823739641,-3.60829830601314,-3.67640617995449,-5.11069768549189,-0.0110605185018073,-1.27334263813147,1.23531905456287,-1.00177621585005,-2.08764527938869,0.425300859497439,-1.26923399493892
X103703910702192779099450553160452984331,0.343325072106703,1.6622440943037,-1.49243951046438,-1.35247700573294,1.11997220511653,1.11086842962505,-0.197696245244081,-3.26538374928034,0.412056514758375,1.44419207294212,-1.77458688583776,0.401748516118722,0.581035613113154,-0.906756082833388,-0.291422196960412,0.483454176087187,-0.0015286097922452,-0.209004890783115,-1.02056691303847,2.12370444460122,-0.267472073512591,-0.31773528355712,0.82512985822123,0.537003442031045,-0.188701310270213,-1.53046719317291,-0.396354657107906,-0.604221893616511,1.37434860933424
X103789311555996607474821057762334121557,2.49944813640407,0.822994891410696,1.14127799159787,-0.89216776123234,1.26075639642807,1.20455024643616,-1.10974694718133,-3.81886814046384,-0.34014465019664,1.96267822555436,-0.939814232215136,0.519169330147828,1.45298735074785,-0.311660710640219,-0.646041083376137,1.87540219472979,2.13182829183544,0.199620941097452,2.1724679901769,-1.92069851194887,-0.385876156058786,-0.17649967160818,0.797952772955929,0.808148933987978,0.0986902348199422,-1.24850218014518,2.12003983415109,0.78959692179726,-1.68933380588969
X104078254148375929483440785584365448099,2.01601521167586,0.892876180019185,4.13902824557988,-0.464910791663149,0.448761947601688,-0.639606934700297,1.06153059630036,0.659183390058674,1.07588855596081,-0.722453712967178,-0.864034848272774,-0.0591110138884647,1.32537382090995,-0.789562117574387,-0.727535349748584,0.153344832584829,-1.66721316425194,0.185610979756366,1.45111971754913,-0.353686153271775,-1.32354748614284,0.410505359608682,-0.227344882711826,-0.507130554214982,0.867944425571083,-0.415103846832706,-0.980388881033926,-0.289491147283286,0.449090814610885
X104193772921793607754911911626783090104,2.98775669845997,-0.566079960737625,2.8888068115829,1.38364669774586,2.86866328617982,5.43540030361685,2.36661219504238,-0.396692967512905,5.23100569774041,-1.3452932206559,2.24813403353131,-0.487818294014076,-1.19422552906901,-0.0730577713408387,0.0224733564498161,-0.789630056123238,0.748245032526598,-0.829927089724632,-2.44110974702452,-1.43501968122657,0.366859071836084,0.372540093053149,-0.682690956828079,0.603245177320608,0.85228613983089,-1.76596575125705,-1.06639113761761,0.952660857117117,1.33071437158014
X104199012032694181036259463212136800428,-3.70017409009638,1.7372514663106,-1.92599679711366,-0.806491510810045,0.254581791946709,-1.0626832377671,1.78204878147003,-2.63050103851468,3.46940113394409,-0.870059838293326,-1.55480616857111,4.40171063443755,-3.46799218384011,1.23737725906279,1.79237142035657,-2.1589736882631,1.38654367302492,-1.73819228158083,-1.58867461067463,-0.724385777992831,0.847987966666187,-1.3877962919813,2.87856857298269,0.232415950061159,-0.526279551105501,-0.568253249328276,1.00671966079972,-1.55742895623634,0.322661025861358
