,spot,cell,value,spot_type,cell_type,x,y,Cell_xcoord,Cell_ycoord
75,286,179932606914371889094940989169456774610,0.00023820867079561695,,L6_IT,4863.720154880962,-2511.566195360516,4887.082710011128,-2517.432849891583
121,286,41052860405522796550087474009677880281,0.00023820867079561695,,L2_3_IT,4863.720154880962,-2511.566195360516,4845.231487165646,-2513.6810947045333
139,286,116823938027545776124856387752048614390,0.00023820867079561695,,L2_3_IT,4863.720154880962,-2511.566195360516,4843.611839718554,-2514.5407303813613
2110,287,33755780077342305666723224363365679770,0.00023820867079561695,,L6_CT,4954.219119691452,-2511.566195360516,4953.600813478523,-2512.2307378072933
379,287,74243479981089799760580205656163404436,0.00023820867079561695,,L5_ET,4954.219119691452,-2511.566195360516,4933.791260488175,-2507.3558550810217
886,287,108060076456404007973051775505538747490,0.00023820867079561695,,L5_ET,4954.219119691452,-2511.566195360516,4929.37197000144,-2521.99298598614
1686,287,72437425655883677890242500789840078691,0.00023820867079561695,,Pvalb,4954.219119691452,-2511.566195360516,4960.234659654769,-2526.0692785961514
1746,287,55441073310887532286771565735238859964,0.00023820867079561695,,L5_IT,4954.219119691452,-2511.566195360516,4994.096894834356,-2490.182119331972
76,288,234643345323010335334303184307028337132,0.00023820867079561695,,L5_IT,5044.718084501941,-2511.566195360516,5029.777084522268,-2532.7554470373043
1543,288,11753332869989170644041445786886323639,0.00023820867079561695,,L5_IT,5044.718084501941,-2511.566195360516,5039.868575589511,-2517.4725665335327
669,288,301665402294908927053831964077020879312,0.00023820867079561695,,L4_5_IT,5044.718084501941,-2511.566195360516,5012.129323828769,-2508.4403184407465
687,288,40874281926294332421118501769046944202,0.00023820867079561695,,L6_IT,5044.718084501941,-2511.566195360516,5063.1898877902595,-2517.559750126804
1224,288,265753212203412244017149262881872207488,0.00023820867079561695,,L2_3_IT,5044.718084501941,-2511.566195360516,5078.625550778911,-2481.602894664186
561,289,64627648917852529854653472909503784920,0.00023820867079561695,,L6_IT,5135.21704931243,-2511.566195360516,5136.904016165715,-2515.5838220097094
180,289,52465667117096673177889487321176028150,0.00023820867079561695,,L5_IT,5135.21704931243,-2511.566195360516,5124.307303397706,-2525.419013533898
939,289,128177390045670731645928011077779114911,0.00023820867079561695,,L6_IT,5135.21704931243,-2511.566195360516,5114.114083444764,-2508.9508453899225
1802,289,294431335959517840011881700087904064278,0.00023820867079561695,,Oligo,5135.21704931243,-2511.566195360516,5177.440100958423,-2495.2956831484685
1830,289,191720279299462916022077097245038763861,0.00023820867079561695,,L6_IT,5135.21704931243,-2511.566195360516,5123.319742595542,-2512.581612720583
2478,29,93017258670540724287671995081173795121,0.00023820867079561695,,Endo,4049.2294715865546,-3688.052737896882,4050.2481334102245,-3733.2907527298908
564,29,70587233256528025037488693975146512062,0.00023820867079561695,,L4_5_IT,4049.2294715865546,-3688.052737896882,4057.66740813982,-3674.4872942797197
1193,29,161417360262126175686545139062522241607,0.00023820867079561695,,L5_ET,4049.2294715865546,-3688.052737896882,4034.276949646069,-3672.977170611623
1566,29,173011102441921534044789459271974450927,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-3688.052737896882,4049.736497991585,-3677.321908005308
2761,29,281951791265167021210165644017125107715,0.00023820867079561695,,L5_IT,4049.2294715865546,-3688.052737896882,4054.2183687450733,-3682.1865638578724
1028,290,120688366385858004572784664838891602481,0.00023820867079561695,,L6_CT,5225.716014122921,-2511.566195360516,5213.202405809735,-2475.0492063192996
1676,290,174889125153876026129344407942071528090,0.00023820867079561695,,L6_CT,5225.716014122921,-2511.566195360516,5216.632820661855,-2484.534722145993
215,290,108130648943528456533306131182053429367,0.00023820867079561695,,Endo,5225.716014122921,-2511.566195360516,5209.630653701962,-2532.3733131180998
1961,290,39294267675373757032634463314686522533,0.00023820867079561695,,Endo,5225.716014122921,-2511.566195360516,5265.242855405868,-2533.5921908234964
2024,290,31902670678006905027063485628952451000,0.00023820867079561695,,L5_ET,5225.716014122921,-2511.566195360516,5223.871335035197,-2532.2815443956883
159,291,26328962053775317813970598589769102084,0.00023820867079561695,,L2_3_IT,5316.214978933411,-2511.566195360516,5335.376155258165,-2549.780081223929
898,291,329465445689661282836786352684401009930,0.00023820867079561695,,L2_3_IT,5316.214978933411,-2511.566195360516,5303.809481110501,-2532.0044463198847
2483,291,133956340037553601175543842713259668345,0.00023820867079561695,,L2_3_IT,5316.214978933411,-2511.566195360516,5328.894684571647,-2537.5356504642295
826,291,102329940502936964350965875998000187692,0.00023820867079561695,,L5_ET,5316.214978933411,-2511.566195360516,5295.96349831421,-2472.186725891737
2605,291,207169961982299929256037664174996913984,0.00023820867079561695,,L5_ET,5316.214978933411,-2511.566195360516,5317.0310754125485,-2466.3240729027966
236,292,79105179966267054430258667837809452668,0.00023820867079561695,,Pvalb,5406.7139437439,-2511.566195360516,5400.693261115663,-2466.7190434037575
812,292,65718991021729643104361189558677603062,0.00023820867079561695,,SMC,5406.7139437439,-2511.566195360516,5401.894915179133,-2540.9091726978722
852,292,12212021688682561516770904562913719454,0.00023820867079561695,,Endo,5406.7139437439,-2511.566195360516,5398.798953584676,-2541.5394911814788
1277,292,210970793013695036294747078418548472442,0.00023820867079561695,,Pvalb,5406.7139437439,-2511.566195360516,5391.114026350773,-2473.8461164077107
1299,292,5560219026382758234104923934888381779,0.00023820867079561695,,Astro,5406.7139437439,-2511.566195360516,5441.068562489264,-2534.8171531117573
1071,293,28107645328554852957466985651762052507,0.00023820867079561695,,Peri,3868.231541965575,-2421.067230550026,3883.62405243461,-2446.9350454590235
481,293,243166653676702005308315527968808271277,0.00023820867079561695,,PVM,3868.231541965575,-2421.067230550026,3881.674516324508,-2425.219372284577
987,293,132622909422972733242202622727261771701,0.00023820867079561695,,Endo,3868.231541965575,-2421.067230550026,3847.305205480648,-2406.958195566223
2521,293,93850485811522358800267245501141053463,0.00023820867079561695,,Endo,3868.231541965575,-2421.067230550026,3857.948795076152,-2377.0015888963453
2576,293,84493185896124744285090232005307309542,0.00023820867079561695,,Endo,3868.231541965575,-2421.067230550026,3870.605140511914,-2449.2219505439552
739,294,229293327534095675145645175841958583551,0.00023820867079561695,,VLMC,3958.730506776065,-2421.067230550026,3984.6869921194125,-2433.933226034094
1865,294,292068010149223082567150341565302564540,0.00023820867079561695,,VLMC,3958.730506776065,-2421.067230550026,3946.2415806063923,-2399.5290867190747
1869,294,294506292288552979716096341515100614377,0.00023820867079561695,,VLMC,3958.730506776065,-2421.067230550026,3918.0790738449505,-2409.80000648095
422,294,113217926220827161949323025284333574300,0.00023820867079561695,,PVM,3958.730506776065,-2421.067230550026,3957.0267007787083,-2406.1782005288082
689,294,169396367621972724242110705496271832598,0.00023820867079561695,,L5_IT,3958.730506776065,-2421.067230550026,3987.6181865308636,-2455.8956329872144
3780,295,111332517517322211885738730301261569123,0.00023820867079561695,,Astro,4049.2294715865546,-2421.067230550026,4006.7548983786437,-2436.669355044734
209,295,124338234653438447210079096085062716176,0.00023820867079561695,,Endo,4049.2294715865546,-2421.067230550026,4064.798065146349,-2431.4923173678717
434,295,4750474866653585747238438627446128616,0.00023820867079561695,,Endo,4049.2294715865546,-2421.067230550026,4062.0685482492913,-2435.5166316456034
1062,295,63364078792618240578188186949606446965,0.00023820867079561695,,Endo,4049.2294715865546,-2421.067230550026,4052.5005492244436,-2395.4755148857544
1511,295,23721245685845181367112225343254547106,0.00023820867079561695,,Endo,4049.2294715865546,-2421.067230550026,4060.0252969340377,-2406.18233380617
1251,296,126171588873143083898393999337065436078,0.00023820867079561695,,PVM,4139.728436397044,-2421.067230550026,4120.430183785366,-2421.4438088009106
719,296,276324227104011655780654119919748863254,0.00023820867079561695,,Endo,4139.728436397044,-2421.067230550026,4180.933037367235,-2439.767404796003
1462,296,300568424884585728545256251488686292584,0.00023820867079561695,,Endo,4139.728436397044,-2421.067230550026,4149.115369286578,-2422.4179272246406
1488,296,86841685104812916219280199568749983859,0.00023820867079561695,,Endo,4139.728436397044,-2421.067230550026,4136.694062208031,-2432.865609298643
1623,296,5905252785615981959830149670173262961,0.00023820867079561695,,PVM,4139.728436397044,-2421.067230550026,4111.469529338021,-2388.8414026299365
2041,297,92249961499584237843705479490312388656,0.00023820867079561695,,Pvalb,4230.227401207534,-2421.067230550026,4218.991633844451,-2411.7924460355634
846,297,22704445548131474291292440802837084819,0.00023820867079561695,,L2_3_IT,4230.227401207534,-2421.067230550026,4243.4020542210155,-2447.76583742267
1191,297,125736105364940206263588131254682604168,0.00023820867079561695,,Vip,4230.227401207534,-2421.067230550026,4199.282386723748,-2388.053267798778
1554,297,288163130931451397763156952525566357200,0.00023820867079561695,,L2_3_IT,4230.227401207534,-2421.067230550026,4240.277279549437,-2421.80292874896
2733,297,295306553286479321734977984642071705198,0.00023820867079561695,,Sst,4230.227401207534,-2421.067230550026,4249.183651699022,-2435.921672744156
698,298,262506739300904686754981861782878574659,0.00023820867079561695,,L2_3_IT,4320.726366018023,-2421.067230550026,4277.865721449443,-2406.55927393621
1069,298,225389326624417729832082995237165160232,0.00023820867079561695,,L2_3_IT,4320.726366018023,-2421.067230550026,4331.250431812994,-2443.3828865674977
2355,298,183328686191986590102572326008727252499,0.00023820867079561695,,L6_CT,4320.726366018023,-2421.067230550026,4337.081011021318,-2408.3757134153852
470,298,311800760096723421912307659827730964924,0.00023820867079561695,,L6_IT,4320.726366018023,-2421.067230550026,4337.081219485461,-2423.250766353195
2672,298,147259876535861643505945469734321408407,0.00023820867079561695,,L2_3_IT,4320.726366018023,-2421.067230550026,4320.353446320907,-2423.7675124778434
333,299,127812969755025132776276816580147539619,0.00023820867079561695,,L2_3_IT,4411.2253308285135,-2421.067230550026,4419.88485235681,-2380.848732460609
2156,299,82928718199457026618959828887313453085,0.00023820867079561695,,Peri,4411.2253308285135,-2421.067230550026,4394.471131628716,-2439.371231559548
3553,299,220572937447929853418832892489473417960,0.00023820867079561695,,Peri,4411.2253308285135,-2421.067230550026,4394.573103953874,-2463.141201102591
505,299,94406726164865337328453908930341057486,0.00023820867079561695,,L4_5_IT,4411.2253308285135,-2421.067230550026,4414.5898506763215,-2438.2708450572795
1044,299,115858128044703910013460208017632998901,0.00023820867079561695,,L2_3_IT,4411.2253308285135,-2421.067230550026,4432.607715526843,-2383.7041425701086
138,3,32485689600347917795441678286085371191,0.00023820867079561695,,Astro,3687.233612344596,-3869.0506675178617,3685.217671522378,-3865.131805623195
313,3,102908585387146366434436973489258714022,0.00023820867079561695,,Astro,3687.233612344596,-3869.0506675178617,3662.5917739289625,-3843.990580429424
1213,3,136338037670501590897863249222072395319,0.00023820867079561695,,Astro,3687.233612344596,-3869.0506675178617,3698.4129049012304,-3885.1286226130433
2003,3,153930469426972548931087509314627783621,0.00023820867079561695,,Astro,3687.233612344596,-3869.0506675178617,3658.624719459939,-3871.762519098633
2170,3,240149345888160233013819033326288913860,0.00023820867079561695,,Endo,3687.233612344596,-3869.0506675178617,3731.3209919104906,-3879.2398098250083
30,30,167334399873025238058733490667724036272,0.00023820867079561695,,Astro,4139.728436397044,-3688.052737896882,4133.534867911676,-3732.876340690049
1285,30,114645685928948092456182227846714102440,0.00023820867079561695,,L5_IT,4139.728436397044,-3688.052737896882,4156.98500017126,-3656.6382348197435
1977,30,153054382360013502804528184740000704271,0.00023820867079561695,,L5_IT,4139.728436397044,-3688.052737896882,4150.907276309395,-3682.4368890837204
3169,30,108797534421156438692942660118952470682,0.00023820867079561695,,L5_IT,4139.728436397044,-3688.052737896882,4139.503382751997,-3682.7040853818717
33,30,164919339296395808024982903814132456053,0.00023820867079561695,,L2_3_IT,4139.728436397044,-3688.052737896882,4117.711654840876,-3685.6081395090227
1311,300,172981984204501005353041962771088430953,0.00023820867079561695,,L2_3_IT,4501.724295639003,-2421.067230550026,4507.880576775185,-2397.44558294185
2485,300,145327556901793179283296565635943085690,0.00023820867079561695,,L6_IT,4501.724295639003,-2421.067230550026,4499.228562503588,-2424.234005748138
303,300,142137939059438502412978552510620281516,0.00023820867079561695,,L5_IT,4501.724295639003,-2421.067230550026,4489.597296048717,-2423.203430189798
1021,300,217121945586352573944091923333183450629,0.00023820867079561695,,L4_5_IT,4501.724295639003,-2421.067230550026,4467.818618548781,-2451.032555827689
1673,300,158220428435258089132268232232631374667,0.00023820867079561695,,L4_5_IT,4501.724295639003,-2421.067230550026,4544.0964243187545,-2409.4205780426505
520,301,252116504921224928818065923339616197567,0.00023820867079561695,,Astro,4592.223260449493,-2421.067230550026,4629.388875377581,-2395.2557461882225
2040,301,57804611170900764515752338926235927647,0.00023820867079561695,,OPC,4592.223260449493,-2421.067230550026,4549.296952212847,-2411.220937113926
3128,301,211369646285649415030386195870013463450,0.00023820867079561695,,Pvalb,4592.223260449493,-2421.067230550026,4580.819819302024,-2437.5585525215956
1218,301,306020601254924488867686139206180379663,0.00023820867079561695,,L4_5_IT,4592.223260449493,-2421.067230550026,4612.900408968489,-2440.6804631710866
1344,301,318363192350807476820874015862133620773,0.00023820867079561695,,L2_3_IT,4592.223260449493,-2421.067230550026,4588.710246386544,-2420.62045375529
1186,302,330740734280589600802138405927303963984,0.00023820867079561695,,L4_5_IT,4682.722225259982,-2421.067230550026,4693.439809720039,-2416.797542815594
981,302,141663462893562695849984572782797534467,0.00023820867079561695,,L2_3_IT,4682.722225259982,-2421.067230550026,4656.926188529762,-2422.664814372639
2271,302,285697311798888931935191726803915164987,0.00023820867079561695,,Peri,4682.722225259982,-2421.067230550026,4727.883890309889,-2418.2494889254963
2308,302,81766691715852303686729726384365565790,0.00023820867079561695,,L2_3_IT,4682.722225259982,-2421.067230550026,4667.5956601780945,-2429.9714282915734
3849,302,10423246898564792607150667089393732968,0.00021461252887718327,,Oligo,4682.722225259982,-2421.067230550026,4667.765577562132,-2417.6528783448257
112,303,126620931991182152062590824645132858677,0.00023820867079561695,,OPC,4773.221190070472,-2421.067230550026,4769.947607343455,-2375.9363174851223
156,303,75855752473931223170900509180785388444,0.00023820867079561695,,Sst,4773.221190070472,-2421.067230550026,4803.352947211243,-2428.9403445700286
459,303,205460142099355829726395334171440412900,0.00023820867079561695,,Sst,4773.221190070472,-2421.067230550026,4777.906530891713,-2406.8640772730423
1063,303,286342465078279655884603648995944753530,0.00023820867079561695,,Sst,4773.221190070472,-2421.067230550026,4771.578117177066,-2461.2512431263526
1454,303,313201720911843675414859322398582445404,0.00023820867079561695,,OPC,4773.221190070472,-2421.067230550026,4743.320747728874,-2432.3441702955824
2707,304,222377669228281294123866390931188770066,0.00023820867079561695,,L4_5_IT,4863.720154880962,-2421.067230550026,4886.099629284795,-2407.5978189468874
956,304,333028431508543779090236976312693754726,0.00023820867079561695,,L6_CT,4863.720154880962,-2421.067230550026,4882.183387992604,-2446.0321083644203
302,304,336285881260141128369814322332029672798,0.00023820867079561695,,Oligo,4863.720154880962,-2421.067230550026,4820.137635557152,-2421.135924087865
1389,304,132650323004003159589812525330250023814,0.00023820867079561695,,Astro,4863.720154880962,-2421.067230550026,4835.328488733332,-2385.8333129236244
3864,304,214534534094892168470028943326250800424,0.00021461252887718322,,L5_ET,4863.720154880962,-2421.067230550026,4894.851632836932,-2444.7369884273357
12,305,162240904390649022898001971149742379002,0.00023820867079561695,,Pvalb,4954.219119691452,-2421.067230550026,4918.214090387672,-2438.1866406912964
523,305,48662721553879300331439035420496854833,0.00023820867079561695,,L4_5_IT,4954.219119691452,-2421.067230550026,4960.746523261392,-2376.291024138834
783,305,234607576200354405559442091691298488453,0.00023820867079561695,,L5_IT,4954.219119691452,-2421.067230550026,4961.180424741861,-2424.146352987321
1378,305,44388139817826663562208361260544378301,0.00023820867079561695,,L2_3_IT,4954.219119691452,-2421.067230550026,4961.339077776774,-2432.2652841762233
1937,305,301373572180622328183479670718868429225,0.00023820867079561695,,L6_IT,4954.219119691452,-2421.067230550026,4969.6154822895405,-2434.446850756456
955,306,222834499606317738261572468309433113571,0.00023820867079561695,,L2_3_IT,5044.718084501941,-2421.067230550026,5059.434157676415,-2409.852296746812
2388,306,248597249282460370247282417026057971127,0.00023820867079561695,,L2_3_IT,5044.718084501941,-2421.067230550026,5076.6995771074035,-2417.190452166375
1240,306,261313915814855288738108458287582794744,0.00023820867079561695,,L5_ET,5044.718084501941,-2421.067230550026,5004.572894672344,-2441.944955318021
129,306,85928924538701825768673829010199023922,0.00023820867079561695,,L4_5_IT,5044.718084501941,-2421.067230550026,5055.876415828964,-2416.508892632793
334,306,3416126655017681439692189890686309352,0.00023820867079561695,,L4_5_IT,5044.718084501941,-2421.067230550026,5027.007377224603,-2419.8395558861307
377,307,92678185758055110639119595251936960075,0.00023820867079561695,,L2_3_IT,5135.21704931243,-2421.067230550026,5123.771535028797,-2425.7322467975405
380,307,51957416224342544018678248884775468862,0.00023820867079561695,,SMC,5135.21704931243,-2421.067230550026,5179.9225633682945,-2414.072041421527
360,307,122204043600856347361635064268004173390,0.00023820867079561695,,L6_IT,5135.21704931243,-2421.067230550026,5134.746341683697,-2451.3039427143776
1368,307,175320745869254039901285233464205699653,0.00023820867079561695,,L2_3_IT,5135.21704931243,-2421.067230550026,5125.304459946688,-2400.5313687192115
1435,307,95071566823953912623116638746238359559,0.00023820867079561695,,L2_3_IT,5135.21704931243,-2421.067230550026,5112.340346534668,-2413.696553097474
1725,308,90784054134420618179990827553004239762,0.00023820867079561695,,L5_ET,5225.716014122921,-2421.067230550026,5241.514969077661,-2423.639483530535
804,308,319249315972164732406010217352688971466,0.00023820867079561695,,L6_CT,5225.716014122921,-2421.067230550026,5213.798108507249,-2464.7190252860787
937,308,207654983382477233327824999133111787880,0.00023820867079561695,,L6_CT,5225.716014122921,-2421.067230550026,5240.221498307312,-2412.905552268073
1904,308,187412525983979362642047610521146489618,0.00023820867079561695,,L6_CT,5225.716014122921,-2421.067230550026,5249.922637165251,-2393.733337006352
1126,308,292041221267415814616543848152101003870,0.00023820867079561695,,L6_IT,5225.716014122921,-2421.067230550026,5183.122857557135,-2410.338754659079
3409,309,220508113017511323589400775249131783392,0.00023820867079561695,,L5_IT,5316.214978933411,-2421.067230550026,5332.792062733313,-2432.347287650753
948,309,7273574521407910378476047225480063466,0.00023820867079561695,,Oligo,5316.214978933411,-2421.067230550026,5279.3101866898005,-2394.8841832216776
404,309,131655857685712984814022685317350785328,0.00023820867079561695,,Peri,5316.214978933411,-2421.067230550026,5330.073627555136,-2440.907912286454
680,309,269286821096047683395320890022963282285,0.00023820867079561695,,L6_IT,5316.214978933411,-2421.067230550026,5335.714704860171,-2424.84424316236
1813,309,161074454408586502821965755630089690044,0.00023820867079561695,,L6_CT,5316.214978933411,-2421.067230550026,5303.184312828647,-2412.3525264288833
1231,31,229096218540488130450606121565233995112,0.00023820867079561695,,Sst,4230.227401207534,-3688.052737896882,4197.642948632256,-3693.6105314245583
39,31,242890438502805682280887905823744918050,0.00023820867079561695,,L5_IT,4230.227401207534,-3688.052737896882,4263.921757955546,-3682.6204393421203
170,31,132121229613057657432176695403412303977,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3688.052737896882,4203.56321189667,-3724.6114121936466
2196,31,17854142999585242835240171087359128500,0.00023820867079561695,,L6_IT,4230.227401207534,-3688.052737896882,4268.48020319128,-3687.0793961993736
2225,31,90760042430234664537801834942423973249,0.00023820867079561695,,L6_IT,4230.227401207534,-3688.052737896882,4217.528884361896,-3652.341910324702
1392,310,84809573080298715742031101551874664578,0.00023820867079561695,,L6_CT,5406.7139437439,-2421.067230550026,5437.12000710401,-2407.057839386891
2604,310,210340786420941862061240084964686235518,0.00023820867079561695,,L6_CT,5406.7139437439,-2421.067230550026,5406.87094538313,-2402.3215413675443
3331,310,52653624819167534517641303193107519866,0.00023820867079561695,,L6_CT,5406.7139437439,-2421.067230550026,5402.038543710409,-2386.8480653748115
115,310,210056027000065219195417921920578984123,0.00023820867079561695,,L6_IT,5406.7139437439,-2421.067230550026,5387.293178610024,-2443.256491260035
494,310,264644324638626412256901243971132841416,0.00023820867079561695,,L6_IT,5406.7139437439,-2421.067230550026,5400.247043911915,-2465.8522153608487
358,311,190777399882425047828197828812820540116,0.00023820867079561695,,VLMC,4049.2294715865546,-2330.5682657395364,4017.023160605278,-2360.3012343842947
641,311,132988663934496141921985139246909458350,0.00023820867079561695,,VLMC,4049.2294715865546,-2330.5682657395364,4067.8561409451386,-2334.4790750008733
1524,311,270585128427936633318778665743603231050,0.00023820867079561695,,VLMC,4049.2294715865546,-2330.5682657395364,4061.4684413294844,-2336.1797631979157
1861,311,288220116457608169910468934814891177079,0.00023820867079561695,,VLMC,4049.2294715865546,-2330.5682657395364,4075.6229189709284,-2293.8136525173727
2379,311,133905108268584591779280270639970757232,0.00023820867079561695,,VLMC,4049.2294715865546,-2330.5682657395364,4024.1766960819537,-2328.0676035972256
496,312,175791191643477328182736199012626566415,0.00023820867079561695,,SMC,4139.728436397044,-2330.5682657395364,4131.779463086898,-2338.3192084546704
100,312,135105555693834556977418455679912024619,0.00023820867079561695,,Astro,4139.728436397044,-2330.5682657395364,4141.3916747303565,-2331.197586696897
1148,312,103411609474924234227396703721662557657,0.00023820867079561695,,SMC,4139.728436397044,-2330.5682657395364,4127.324464714956,-2328.516365776571
1913,312,60048783719286020964719844609444228686,0.00023820867079561695,,SMC,4139.728436397044,-2330.5682657395364,4114.953991299975,-2336.824939577606
3972,312,175592294073369630404220731364795232647,0.00020787077404334542,,OPC,4139.728436397044,-2330.5682657395364,4183.192588153039,-2317.9832281919394
205,313,138149667521237400394369153543513203175,0.00023820867079561695,,L2_3_IT,4230.227401207534,-2330.5682657395364,4257.360164702335,-2335.1154273119855
276,313,153308733154099008478345613869212528708,0.00023820867079561695,,L2_3_IT,4230.227401207534,-2330.5682657395364,4272.819519337487,-2345.846588001705
2475,313,125146603728684488599135778213455873097,0.00023820867079561695,,Micro,4230.227401207534,-2330.5682657395364,4209.779552877023,-2347.7570388158715
3399,313,14254852112225201597025903808571890133,0.00023820867079561695,,Micro,4230.227401207534,-2330.5682657395364,4195.12160899403,-2310.185941281854
240,313,63153961598262675396504569804626657381,0.00023820867079561695,,Vip,4230.227401207534,-2330.5682657395364,4216.056160126798,-2313.9363332862627
203,314,285190713687376590388751934006285119551,0.00023820867079561695,,L5_IT,4320.726366018023,-2330.5682657395364,4328.5923312629075,-2336.318319201533
633,314,94194290090796053131867362394112946200,0.00023820867079561695,,L2_3_IT,4320.726366018023,-2330.5682657395364,4312.825968216769,-2356.1376137560337
838,314,90116950998178256964090902079006834856,0.00023820867079561695,,L6_IT,4320.726366018023,-2330.5682657395364,4321.503660097572,-2343.741402472063
1266,314,7503723995416267772913758497431012403,0.00023820867079561695,,VLMC,4320.726366018023,-2330.5682657395364,4312.575436347874,-2286.058963302239
1711,314,16548283312143935816439491141117965083,0.00023820867079561695,,L5_IT,4320.726366018023,-2330.5682657395364,4328.134434165001,-2330.5850299658164
339,315,250947770980180110557841990330544070680,0.00023820867079561695,,L5_ET,4411.2253308285135,-2330.5682657395364,4398.149217353876,-2363.9647749174865
1495,315,99702068459277783182220371956699162352,0.00023820867079561695,,L5_ET,4411.2253308285135,-2330.5682657395364,4369.391068632928,-2346.9413219348103
3150,315,109979375552010212879865523379737278773,0.00023820867079561695,,OPC,4411.2253308285135,-2330.5682657395364,4440.783726206476,-2296.3072540699636
69,315,170784990164374690762905822382776530962,0.00023820867079561695,,L4_5_IT,4411.2253308285135,-2330.5682657395364,4417.456244325342,-2314.030115486231
1639,315,219079513087740543126827128433214596804,0.00023820867079561695,,L2_3_IT,4411.2253308285135,-2330.5682657395364,4430.346397623927,-2331.597862289191
1827,316,136975755642501563811410761509626092821,0.00023820867079561695,,L2_3_IT,4501.724295639003,-2330.5682657395364,4485.501581063072,-2343.492447424592
2185,316,250730303321264835439323898152966765754,0.00023820867079561695,,L6_CT,4501.724295639003,-2330.5682657395364,4456.907497930101,-2336.8108854670204
3107,316,195457300262102859463331293956268822668,0.00023820867079561695,,Pvalb,4501.724295639003,-2330.5682657395364,4516.246422978106,-2344.035891491143
3393,316,83107594143228630718501009971094220412,0.00023820867079561695,,Pvalb,4501.724295639003,-2330.5682657395364,4513.02466444782,-2323.7970884747165
1503,316,69082725686220086375283969750693146987,0.00023820867079561695,,Oligo,4501.724295639003,-2330.5682657395364,4536.94131177592,-2304.7050158402035
2804,317,196007888576171652815738944461464534705,0.00023820867079561695,,Oligo,4592.223260449493,-2330.5682657395364,4613.931705781021,-2342.4252693470603
417,317,197984653454715243935876216326702334914,0.00023820867079561695,,L4_5_IT,4592.223260449493,-2330.5682657395364,4621.408687872726,-2365.1475439862807
526,317,284757436173891549236613160269278899903,0.00023820867079561695,,L2_3_IT,4592.223260449493,-2330.5682657395364,4580.701771695633,-2342.5993948732075
1356,317,183403223834359224406265050032730689777,0.00023820867079561695,,L2_3_IT,4592.223260449493,-2330.5682657395364,4564.877434543421,-2299.5727388893215
4002,317,327273330690814167938924471423064092550,0.00019101638695874956,,Oligo,4592.223260449493,-2330.5682657395364,4580.196702354668,-2303.0963816018166
10,318,154730345341719759029059507666035220379,0.00023820867079561695,,L5_IT,4682.722225259982,-2330.5682657395364,4692.116042570407,-2329.424004564982
536,318,62246662980915200892470969131875487690,0.00023820867079561695,,L5_IT,4682.722225259982,-2330.5682657395364,4663.539340112993,-2337.6431351166343
607,318,207379361541594920953655456308528949347,0.00023820867079561695,,Astro,4682.722225259982,-2330.5682657395364,4640.938254779035,-2313.2011857089187
1139,318,191569564630263649078209134769844339459,0.00023820867079561695,,L5_IT,4682.722225259982,-2330.5682657395364,4701.250109277282,-2319.453374075174
1875,318,163537701544655397927664615557892670574,0.00023820867079561695,,L5_IT,4682.722225259982,-2330.5682657395364,4715.767379560194,-2353.1196292319546
140,319,61696593403209919684187089797023931310,0.00023820867079561695,,L2_3_IT,4773.221190070472,-2330.5682657395364,4764.737579187255,-2342.0680142507554
1981,319,132812334611156711321668262342121734981,0.00023820867079561695,,VLMC,4773.221190070472,-2330.5682657395364,4793.434867171206,-2294.135830683283
1130,319,336553787442607144480749440039331203692,0.00023820867079561695,,L5_IT,4773.221190070472,-2330.5682657395364,4762.170083702514,-2341.920591992757
1490,319,174965084917815707259856203120476676135,0.00023820867079561695,,SMC,4773.221190070472,-2330.5682657395364,4799.442879030557,-2307.763591311526
4040,319,254531815001463226483103885532856849140,0.00019101638695874897,,OPC,4773.221190070472,-2330.5682657395364,4746.320541260827,-2366.9533004593586
695,32,146050488192793020217548783125293575835,0.00023820867079561695,,L2_3_IT,4320.726366018023,-3688.052737896882,4319.00945293361,-3665.5054224437467
809,32,310999536924716895366496116999910654699,0.00023820867079561695,,L2_3_IT,4320.726366018023,-3688.052737896882,4317.268156472154,-3688.274754339553
1600,32,114511580986065505779132969392098325683,0.00023820867079561695,,L2_3_IT,4320.726366018023,-3688.052737896882,4315.872375869427,-3690.157475087677
1709,32,168216847524838670721601255290069053850,0.00023820867079561695,,Sst,4320.726366018023,-3688.052737896882,4285.78544116023,-3713.294392515841
2195,32,177421653172895205992830819478083220357,0.00023820867079561695,,L4_5_IT,4320.726366018023,-3688.052737896882,4365.696403654693,-3683.031645097595
555,320,202649067822954166757392362700898638654,0.00023820867079561695,,Astro,4863.720154880962,-2330.5682657395364,4900.6794136801755,-2326.008709284496
1964,320,84588723406065994130195542891925907493,0.00023820867079561695,,Astro,4863.720154880962,-2330.5682657395364,4878.927321438715,-2322.212043872555
3756,320,3926382353440455005159595359502740821,0.00023820867079561695,,L4_5_IT,4863.720154880962,-2330.5682657395364,4894.942962554544,-2345.432519870586
940,320,101040309230617229467963033777200410268,0.00023820867079561695,,Endo,4863.720154880962,-2330.5682657395364,4825.388970314815,-2324.4619146890586
