,spot,cell,value,spot_type,cell_type,x,y,Cell_xcoord,Cell_ycoord
2047,155,200952275202126087713540687366316015212,0.00023820867079561695,,Oligo,5225.716014122921,-3145.058949033944,5268.692335583868,-3159.2205679960484
2627,155,96731653150710000312238863360117886025,0.00023820867079561695,,L6_CT,5225.716014122921,-3145.058949033944,5242.154499320487,-3113.736077636225
1689,156,178137590642641009810093068009728509037,0.00023820867079561695,,L5_ET,5316.214978933411,-3145.058949033944,5320.305710039786,-3132.8540570602545
2802,156,336771711697887610349523986795996368120,0.00023820867079561695,,L5_ET,5316.214978933411,-3145.058949033944,5311.426452700672,-3116.927759248588
1059,156,75190986565639661786173562525479263538,0.00023820867079561695,,OPC,5316.214978933411,-3145.058949033944,5327.114261610965,-3108.134212910472
1412,156,97381167955930987176504300563496389707,0.00023820867079561695,,Peri,5316.214978933411,-3145.058949033944,5308.729206577591,-3189.684937764496
2540,156,64415041801487424671359296884989434203,0.00023820867079561695,,Peri,5316.214978933411,-3145.058949033944,5313.499263738031,-3177.6937781859124
2728,157,132268382465267730698207479739701740714,0.00023820867079561695,,Micro,5406.7139437439,-3145.058949033944,5406.659384614259,-3177.063809331967
1770,157,222520496161568992565412446317460762777,0.00023820867079561695,,Oligo,5406.7139437439,-3145.058949033944,5370.055609575928,-3118.5319402698206
245,157,134165775345181660761552125904454753211,0.00023820867079561695,,L5_IT,5406.7139437439,-3145.058949033944,5422.191095404129,-3153.2136042918155
1290,157,334280994019473749044179208646460734114,0.00023820867079561695,,L5_IT,5406.7139437439,-3145.058949033944,5411.321419253595,-3137.869345391864
2015,157,179121537071072111152381053326650176605,0.00023820867079561695,,L6_IT,5406.7139437439,-3145.058949033944,5423.342209871599,-3138.6160458842573
700,158,262517943315537465393023696521571274310,0.00023820867079561695,,L6_CT,3687.233612344596,-3054.559984223454,3721.210854323728,-3061.3613705882217
135,158,195929707522009371712384137881299060902,0.00023820867079561695,,OPC,3687.233612344596,-3054.559984223454,3645.5809649228304,-3036.8802607895136
573,158,337241050534269143030577283022501833230,0.00023820867079561695,,OPC,3687.233612344596,-3054.559984223454,3660.280175271099,-3047.749905183163
74,158,211268099770593017841494490851096293928,0.00023820867079561695,,Astro,3687.233612344596,-3054.559984223454,3721.3807029216664,-3067.0951031688605
929,158,304794847043339882027486311623445917933,0.00023820867079561695,,L6_CT,3687.233612344596,-3054.559984223454,3687.7153642836515,-3059.7132813874955
1207,159,72933694622200544348794994793328163906,0.00023820867079561695,,Lamp5,3777.732577155085,-3054.559984223454,3811.2303386507815,-3084.980629067375
1413,159,55851938203364998796946482411125242078,0.00023820867079561695,,PVM,3777.732577155085,-3054.559984223454,3767.53280935278,-3037.535623483154
2493,159,285603263683389839683037325433426609384,0.00023820867079561695,,PVM,3777.732577155085,-3054.559984223454,3758.4135685617352,-3043.2735533574582
507,159,179573465528914216296207819281584789557,0.00023820867079561695,,VLMC,3777.732577155085,-3054.559984223454,3764.6624999148644,-3040.692648495927
171,159,269531226463170631466099401563226291192,0.00023820867079561695,,Micro,3777.732577155085,-3054.559984223454,3786.8236692952646,-3066.3174667133594
637,16,215505913343211357955778647325901767768,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3778.551702707372,4243.096089437622,-3739.210950136287
1714,16,258792354555036354427395210532770739183,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3778.551702707372,4250.584026747559,-3784.7347016718713
2724,16,66907913253252566345123396402180938014,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3778.551702707372,4195.704434807235,-3770.364238707295
572,16,264777463268106715554932015035068642091,0.00023820867079561695,,L6_CT,4230.227401207534,-3778.551702707372,4226.061514476554,-3823.6090111676785
3854,16,2144325761571881969149706548926526739,0.00021461252887718327,,Pvalb,4230.227401207534,-3778.551702707372,4235.690940568684,-3774.8396118537344
84,160,141117970588375142247434670363170180624,0.00023820867079561695,,L2_3_IT,3868.231541965575,-3054.559984223454,3882.574470228055,-3054.492025671653
3159,160,169311515437891262125879941126345728734,0.00023820867079561695,,Vip,3868.231541965575,-3054.559984223454,3823.0354283067136,-3052.362948020333
543,160,42953553521115140785418619251306947990,0.00023820867079561695,,L2_3_IT,3868.231541965575,-3054.559984223454,3880.6285654660337,-3054.9856277349886
1116,160,298626746814055414694742899588757872754,0.00023820867079561695,,L2_3_IT,3868.231541965575,-3054.559984223454,3877.3818313842467,-3053.858103439895
1160,160,338231797585771712105627035705914062498,0.00023820867079561695,,L2_3_IT,3868.231541965575,-3054.559984223454,3877.537414442831,-3057.1012162504003
397,161,273723089612613906194458708401834420448,0.00023820867079561695,,L2_3_IT,3958.730506776065,-3054.559984223454,3992.4057716862294,-3024.335950886178
2206,161,199827204995914820258408069445270838330,0.00023820867079561695,,L2_3_IT,3958.730506776065,-3054.559984223454,3977.0069996959746,-3072.7374164822927
2361,161,334338110128769596475926339391230517675,0.00023820867079561695,,L2_3_IT,3958.730506776065,-3054.559984223454,3943.785196493348,-3046.702338382544
2595,161,180349571309263172155817781925893711265,0.00023820867079561695,,L2_3_IT,3958.730506776065,-3054.559984223454,3930.295053205333,-3054.8799079670925
2719,161,31195290404044726837634673149388465467,0.00023820867079561695,,L2_3_IT,3958.730506776065,-3054.559984223454,3950.1595127994906,-3074.144307399062
312,162,188706094954040828825584481916784091124,0.00023820867079561695,,Peri,4049.2294715865546,-3054.559984223454,4047.4260626121513,-3055.9627973456354
516,162,285101511552553507825937195105614475297,0.00023820867079561695,,Peri,4049.2294715865546,-3054.559984223454,4010.1180215927593,-3031.8045422957443
548,162,192919102744230786255640963613681530542,0.00023820867079561695,,Peri,4049.2294715865546,-3054.559984223454,4068.0370732340457,-3062.919210943804
800,162,13156812993643060427792605389373299025,0.00023820867079561695,,Peri,4049.2294715865546,-3054.559984223454,4066.409808400161,-3060.9669559835615
348,162,33400492745164709526364883128358764070,0.00023820867079561695,,Endo,4049.2294715865546,-3054.559984223454,4054.15639209366,-3061.146414548526
254,163,161412301727857468026043637602289047796,0.00023820867079561695,,L6_IT,4139.728436397044,-3054.559984223454,4137.966605391305,-3045.1788365837847
2289,163,312219926540677956629916378440581718166,0.00023820867079561695,,VLMC,4139.728436397044,-3054.559984223454,4101.102443949995,-3078.1300577367692
351,163,258768304533291307243393601987007847661,0.00023820867079561695,,L5_IT,4139.728436397044,-3054.559984223454,4156.304354120949,-3052.429121869338
964,163,13608072024613191740099826438791010701,0.00023820867079561695,,L5_IT,4139.728436397044,-3054.559984223454,4150.398924250645,-3045.973381701136
1106,163,333843123404663149390958461406916119423,0.00023820867079561695,,L5_IT,4139.728436397044,-3054.559984223454,4152.869854272326,-3051.0885232262467
1142,164,100416591302420540942373170232872783233,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3054.559984223454,4239.545704004437,-3044.0933800609864
1564,164,77326312606020872755323448920248821709,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3054.559984223454,4219.801382388617,-3010.5280209520974
1862,164,116334507909039426767917408098528132234,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3054.559984223454,4230.314294514361,-3073.0893661710656
2326,164,144972704494554029513656146521127615946,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3054.559984223454,4225.532022380311,-3060.4697835629813
2497,164,131322016795736439304702159700264775924,0.00023820867079561695,,L4_5_IT,4230.227401207534,-3054.559984223454,4235.9436027499505,-3084.619370370142
265,165,286059391333703719044670283069168437521,0.00023820867079561695,,L4_5_IT,4320.726366018023,-3054.559984223454,4305.72411854824,-3060.2948554360237
752,165,138970724710511753472121636195110376208,0.00023820867079561695,,L4_5_IT,4320.726366018023,-3054.559984223454,4298.133595943027,-3082.896604737292
931,165,336798555642535270257382824589874792385,0.00023820867079561695,,Endo,4320.726366018023,-3054.559984223454,4363.181742289558,-3038.905697794973
946,165,338449190833633224925719141423722246610,0.00023820867079561695,,Pvalb,4320.726366018023,-3054.559984223454,4354.360766180927,-3029.5762160886566
1043,165,70729869927750101891444624691791223227,0.00023820867079561695,,L4_5_IT,4320.726366018023,-3054.559984223454,4282.231607128357,-3061.126547060332
126,166,98271388580920339235371961934725691028,0.00023820867079561695,,L5_IT,4411.2253308285135,-3054.559984223454,4455.673930119447,-3063.035695345042
750,166,238078589856805351294528836633339300913,0.00023820867079561695,,L5_IT,4411.2253308285135,-3054.559984223454,4388.13092476467,-3056.974204872921
1092,166,233951545743315384053840710074597759372,0.00023820867079561695,,L5_IT,4411.2253308285135,-3054.559984223454,4406.804098113819,-3050.758106685804
1180,166,146651653335421555198090115818377048448,0.00023820867079561695,,L5_IT,4411.2253308285135,-3054.559984223454,4410.08252662068,-3042.3624440106987
820,166,214988397585215312022765775640579145034,0.00023820867079561695,,L6_CT,4411.2253308285135,-3054.559984223454,4395.435174523936,-3059.6694702028058
194,167,58153248140513604586751284172767787571,0.00023820867079561695,,L5_6_NP,4501.724295639003,-3054.559984223454,4457.254138725722,-3061.712744514886
2060,167,102369133092169646929318332475012764060,0.00023820867079561695,,PVM,4501.724295639003,-3054.559984223454,4544.006081593302,-3070.677249328223
28,167,233483273624686413908805503145856820969,0.00023820867079561695,,SMC,4501.724295639003,-3054.559984223454,4524.1302246847035,-3078.5168353548725
854,167,215770567566588682347459153933640221161,0.00023820867079561695,,L5_6_NP,4501.724295639003,-3054.559984223454,4460.570324119964,-3046.083037560671
1749,167,206331705663825642969602443362240100747,0.00023820867079561695,,Astro,4501.724295639003,-3054.559984223454,4522.660709071323,-3015.810054358612
123,168,248370054881410513936536920317182670885,0.00023820867079561695,,L2_3_IT,4592.223260449493,-3054.559984223454,4601.560306901822,-3040.6271339778477
710,168,251564993225210993268877927732302561255,0.00023820867079561695,,L4_5_IT,4592.223260449493,-3054.559984223454,4597.354494121594,-3018.446693744001
904,168,116785726937556100281186516461051364828,0.00023820867079561695,,L2_3_IT,4592.223260449493,-3054.559984223454,4575.489747809256,-3030.38923709714
975,168,252909173554285990170230591032493509020,0.00023820867079561695,,L2_3_IT,4592.223260449493,-3054.559984223454,4577.672377851406,-3097.4060747517537
1211,168,7788353546611057992034000678669511230,0.00023820867079561695,,L2_3_IT,4592.223260449493,-3054.559984223454,4609.039375563393,-3085.9307815465254
144,169,335022570506749879853234620150404694050,0.00023820867079561695,,L6_CT,4682.722225259982,-3054.559984223454,4659.409153631151,-3088.083684560091
744,169,194928749698777108275692222690521274274,0.00023820867079561695,,L6_CT,4682.722225259982,-3054.559984223454,4706.639842079075,-3031.0452841277092
1172,169,261605560369050557975278773818342163899,0.00023820867079561695,,L6_CT,4682.722225259982,-3054.559984223454,4678.042112152257,-3030.16180542526
1272,169,102870537692237395622163702944556475667,0.00023820867079561695,,L6_CT,4682.722225259982,-3054.559984223454,4709.196438594431,-3029.6322918291266
881,169,27638264403499565224143349481790624529,0.00023820867079561695,,Micro,4682.722225259982,-3054.559984223454,4660.323579843007,-3093.876855175084
444,17,170928492876181032297626656986148336784,0.00023820867079561695,,L4_5_IT,4320.726366018023,-3778.551702707372,4299.498263769778,-3766.0434067054216
1607,17,108897306588365799411710906316405962594,0.00023820867079561695,,L4_5_IT,4320.726366018023,-3778.551702707372,4321.011675918277,-3755.4043277402916
3528,17,100542677892296141453580613270127987555,0.00023820867079561695,,L4_5_IT,4320.726366018023,-3778.551702707372,4299.4029210837925,-3768.349938523284
1030,17,111957213714728414706532385407794477404,0.00023820867079561695,,Astro,4320.726366018023,-3778.551702707372,4335.327738368914,-3821.380613310062
1048,17,173087680758843794395720535940577092094,0.00023820867079561695,,L5_IT,4320.726366018023,-3778.551702707372,4348.39123094935,-3781.5802272578035
2235,170,124181157945990675303084340971216308,0.00023820867079561695,,L5_6_NP,4773.221190070472,-3054.559984223454,4765.382807011551,-3086.6070462933035
147,170,217858379046731777897612720382158897630,0.00023820867079561695,,Pvalb,4773.221190070472,-3054.559984223454,4766.11877182468,-3010.0090294982283
272,170,46908506632624688884848422255792305833,0.00023820867079561695,,Pvalb,4773.221190070472,-3054.559984223454,4794.102472688146,-3060.7912059378186
1786,170,107128566224022179178369526310840085013,0.00023820867079561695,,Vip,4773.221190070472,-3054.559984223454,4800.221927839401,-3090.870806547881
1793,170,49488126646435415973225982208209678830,0.00023820867079561695,,Pvalb,4773.221190070472,-3054.559984223454,4740.279970988615,-3024.521832840038
3492,171,45057974588102408841683372985127190750,0.00023820867079561695,,Astro,4863.720154880962,-3054.559984223454,4845.35010276346,-3027.972093837967
167,171,87995555780090400676444943187231083515,0.00023820867079561695,,Endo,4863.720154880962,-3054.559984223454,4872.614608664844,-3049.226939976801
1915,171,19096302458032550571542836194244365102,0.00023820867079561695,,Endo,4863.720154880962,-3054.559984223454,4855.845805111169,-3025.4003514728
307,171,95151643681882876381063140536507572719,0.00023820867079561695,,L6_CT,4863.720154880962,-3054.559984223454,4862.111394589476,-3099.780859361681
1654,171,112469422406181309407922110486425116786,0.00023820867079561695,,L5_ET,4863.720154880962,-3054.559984223454,4882.678863275859,-3070.4196764680223
2272,172,127439803895180655467986187466773056933,0.00023820867079561695,,L5_ET,4954.219119691452,-3054.559984223454,4956.879391897812,-3067.6202844985273
2274,172,318739030299563883822017843146893701903,0.00023820867079561695,,L5_ET,4954.219119691452,-3054.559984223454,4939.808189342238,-3057.7170870264217
2368,172,230044753823692333915951915958118829798,0.00023820867079561695,,L5_ET,4954.219119691452,-3054.559984223454,4948.840882699734,-3074.613379218937
318,172,323988595127200135005341966653097969703,0.00023820867079561695,,L6_CT,4954.219119691452,-3054.559984223454,4992.533939098706,-3058.272586088596
1124,172,95080792994819345341245463026188822273,0.00023820867079561695,,L6_CT,4954.219119691452,-3054.559984223454,4933.033195418787,-3014.5765842847863
1365,173,125629030869662067549908075185258176556,0.00023820867079561695,,Pvalb,5044.718084501941,-3054.559984223454,5037.105540899862,-3039.795711062536
532,173,257132415861351162266276828374522024844,0.00023820867079561695,,Sst,5044.718084501941,-3054.559984223454,5040.63833252477,-3061.4770071087473
903,173,116822605181254088930411411515437326892,0.00023820867079561695,,Sst,5044.718084501941,-3054.559984223454,5031.194538260287,-3081.40729911146
797,173,224719653563291074292996397172628136982,0.00023820867079561695,,L6_CT,5044.718084501941,-3054.559984223454,5075.681464868458,-3021.5632459873655
1225,173,93119081411334935341259672959433804264,0.00023820867079561695,,Sst,5044.718084501941,-3054.559984223454,5038.9705459563365,-3068.556657847158
974,174,294105624123804698185081775492339351274,0.00023820867079561695,,L6_CT,5135.21704931243,-3054.559984223454,5170.192275544994,-3069.1967985476153
3111,174,50324170612214040779833648105595615577,0.00023820867079561695,,Lamp5,5135.21704931243,-3054.559984223454,5100.438275003427,-3025.6125747451265
1087,174,124006632518508737793505439415136457597,0.00023820867079561695,,L4_5_IT,5135.21704931243,-3054.559984223454,5112.576836329659,-3048.126613778906
1627,174,181012374184480342892519765184970987569,0.00023820867079561695,,L6_CT,5135.21704931243,-3054.559984223454,5174.497135070133,-3064.766219761954
1788,174,174986382709528496570486972853802459258,0.00023820867079561695,,Astro,5135.21704931243,-3054.559984223454,5118.380724613951,-3065.0977142836755
491,175,295037749000692520983051304079697010560,0.00023820867079561695,,L6_CT,5225.716014122921,-3054.559984223454,5180.5904720421395,-3057.906790142265
1068,175,141767465838160779066983486235249191907,0.00023820867079561695,,L6_CT,5225.716014122921,-3054.559984223454,5228.219019280856,-3024.8577387323826
1395,175,1400172257028099142812581695216429783,0.00023820867079561695,,L6_CT,5225.716014122921,-3054.559984223454,5235.998001877407,-3084.2439607393408
1476,175,163203005756551159184045162471167638296,0.00023820867079561695,,L6_IT,5225.716014122921,-3054.559984223454,5230.42977687597,-3069.376746859591
1499,175,172364820879644582126599274760798403954,0.00023820867079561695,,L6_CT,5225.716014122921,-3054.559984223454,5253.342800538231,-3036.414684643709
439,176,288320749174089606835977361119950794348,0.00023820867079561695,,L5_6_NP,5316.214978933411,-3054.559984223454,5327.370665113702,-3031.233458835383
2358,176,108782742060644928554004549985743390995,0.00023820867079561695,,L5_ET,5316.214978933411,-3054.559984223454,5319.761717141493,-3085.031608129228
2471,176,83135844185605570853091543415388887951,0.00023820867079561695,,OPC,5316.214978933411,-3054.559984223454,5310.529956987329,-3058.940897569586
77,176,98216088586577108491455502912952609560,0.00023820867079561695,,Endo,5316.214978933411,-3054.559984223454,5282.615461725539,-3024.2517658439383
3961,176,197287871120850954988718369617799853716,0.00021461252887718257,,OPC,5316.214978933411,-3054.559984223454,5340.797093698995,-3073.342190739138
143,177,7842141559414758223677007614096004400,0.00023820867079561695,,L4_5_IT,5406.7139437439,-3054.559984223454,5422.89942866545,-3073.6621645689384
381,177,266814253359749431832062937049348625551,0.00023820867079561695,,L4_5_IT,5406.7139437439,-3054.559984223454,5392.780487665645,-3088.857362646608
2628,177,162849485866403490962525325411640330650,0.00023820867079561695,,Sst,5406.7139437439,-3054.559984223454,5385.162257269962,-3046.1461429036885
638,177,160135693422806951830649568779459349336,0.00023820867079561695,,L6_CT,5406.7139437439,-3054.559984223454,5401.315073300571,-3009.6337351492357
1807,177,259040989848278068281814311564629143368,0.00023820867079561695,,L6_IT,5406.7139437439,-3054.559984223454,5431.412471817891,-3054.500515848791
291,178,116349266390926889663599346750366752580,0.00023820867079561695,,Micro,3687.233612344596,-2964.0610194129645,3678.756857555364,-2937.546980902233
182,178,143289088436584947082475622857530211287,0.00023820867079561695,,VLMC,3687.233612344596,-2964.0610194129645,3690.1181926402687,-2933.9282528836934
1529,178,261335247650430505606880987070138312175,0.00023820867079561695,,VLMC,3687.233612344596,-2964.0610194129645,3702.3841707798492,-2980.773982872991
3246,178,219765736095814982756835976357821816088,0.00023820867079561695,,VLMC,3687.233612344596,-2964.0610194129645,3663.2926789673247,-3002.4582506538704
3428,178,118172850475291908371050810603671227943,0.00023820867079561695,,VLMC,3687.233612344596,-2964.0610194129645,3701.616161780182,-2965.5976297520347
1860,179,44636953269207925160887644162541936661,0.00023820867079561695,,Astro,3777.732577155085,-2964.0610194129645,3779.5619911839717,-3009.2735055451544
3398,179,124213766751185189169263477806296981088,0.00023820867079561695,,Astro,3777.732577155085,-2964.0610194129645,3783.128046200715,-2942.35434346097
226,179,35009704067730176945390472745852891097,0.00023820867079561695,,Endo,3777.732577155085,-2964.0610194129645,3768.313137181255,-2959.7689835137508
326,179,300896006220218861948003103259311132016,0.00023820867079561695,,Endo,3777.732577155085,-2964.0610194129645,3782.038753395806,-2953.584097769536
568,179,320172137965255231535979562921910584126,0.00023820867079561695,,Endo,3777.732577155085,-2964.0610194129645,3775.6209578136786,-2955.324166775412
1583,18,75337291616971144589237382911723539520,0.00023820867079561695,,L5_ET,4411.2253308285135,-3778.551702707372,4401.180078134456,-3799.424559234076
2036,18,56119389863602940432023293698269854296,0.00023820867079561695,,L5_ET,4411.2253308285135,-3778.551702707372,4407.796906739523,-3768.183387326769
1114,18,14875063427411396832594584258365770278,0.00023820867079561695,,Sst,4411.2253308285135,-3778.551702707372,4383.237103816571,-3814.1069387025177
728,18,263254925507523912085850853294650353730,0.00023820867079561695,,L5_IT,4411.2253308285135,-3778.551702707372,4424.70384579817,-3751.841137774389
749,18,262705991403438000237170990739958286256,0.00023820867079561695,,L4_5_IT,4411.2253308285135,-3778.551702707372,4439.208719653852,-3759.202490499119
211,180,276569772317067509030644345553555912683,0.00023820867079561695,,L2_3_IT,3868.231541965575,-2964.0610194129645,3882.8719060163,-2968.3957161468625
188,180,203019543766845304992877954172309223456,0.00023820867079561695,,L4_5_IT,3868.231541965575,-2964.0610194129645,3877.679704200289,-2962.8110324876648
217,180,271798182826887072915833373962976150053,0.00023820867079561695,,L4_5_IT,3868.231541965575,-2964.0610194129645,3879.044946664006,-2961.0467764575833
720,180,330299712135454867966962821750458660374,0.00023820867079561695,,L5_6_NP,3868.231541965575,-2964.0610194129645,3878.544925981096,-2962.2324435049595
1408,180,157738828637832380116435705528947419696,0.00023820867079561695,,VLMC,3868.231541965575,-2964.0610194129645,3823.0162269661855,-2965.819128467753
723,181,124307940257317766077973142098396821412,0.00023820867079561695,,L2_3_IT,3958.730506776065,-2964.0610194129645,3960.9227195719723,-2978.430513048857
1032,181,178078999759883984354417661817549306241,0.00023820867079561695,,L2_3_IT,3958.730506776065,-2964.0610194129645,3949.7093940089594,-2972.2176458076647
1119,181,108994371364937615578426176957915465926,0.00023820867079561695,,L2_3_IT,3958.730506776065,-2964.0610194129645,3964.586196602165,-2964.9078743416712
1748,181,55556557797935855254906619263710340050,0.00023820867079561695,,L2_3_IT,3958.730506776065,-2964.0610194129645,3943.7932233292895,-2921.348103085778
1858,181,259364304756157202559473539690691530693,0.00023820867079561695,,L2_3_IT,3958.730506776065,-2964.0610194129645,3974.641000367943,-2983.400960780847
445,182,209472812522025135907972701927806553146,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-2964.0610194129645,4046.656406327964,-2948.3218250151203
493,182,143355025948092430141548479951644198776,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-2964.0610194129645,4036.951448101508,-2952.315824160678
958,182,117728794824014836263669457382888967555,0.00023820867079561695,,L6_IT,4049.2294715865546,-2964.0610194129645,4060.158886419593,-2964.679519669899
737,182,28067970494837839748229934795603092225,0.00023820867079561695,,L2_3_IT,4049.2294715865546,-2964.0610194129645,4012.36624255449,-2971.3282519669733
1506,182,34264636844506951564331213663018944859,0.00023820867079561695,,L4_5_IT,4049.2294715865546,-2964.0610194129645,4090.014374529211,-2983.6596762521617
374,183,221710308438233008943881046301419213610,0.00023820867079561695,,L4_5_IT,4139.728436397044,-2964.0610194129645,4136.8857091384,-2960.619667047533
415,183,189482334864549855810625171365531712492,0.00023820867079561695,,L4_5_IT,4139.728436397044,-2964.0610194129645,4120.725586004165,-2951.4107495172125
758,183,239053440471115759487636807252117411559,0.00023820867079561695,,L4_5_IT,4139.728436397044,-2964.0610194129645,4153.660409463934,-2967.3211116964635
983,183,298557634373992847245911112956311566945,0.00023820867079561695,,L2_3_IT,4139.728436397044,-2964.0610194129645,4122.949996782042,-2938.973970683296
985,183,193960689677983729893475526501139578344,0.00023820867079561695,,L4_5_IT,4139.728436397044,-2964.0610194129645,4164.420480596677,-3001.979598120319
2144,184,278352434919535694883769213280126305523,0.00023820867079561695,,L5_6_NP,4230.227401207534,-2964.0610194129645,4191.88478230725,-2981.528845222649
613,184,9637593371317331613703614239451532005,0.00023820867079561695,,L4_5_IT,4230.227401207534,-2964.0610194129645,4229.003902154725,-2918.828081104578
1373,184,239327817623953644774946479559374235798,0.00023820867079561695,,L4_5_IT,4230.227401207534,-2964.0610194129645,4255.738568642452,-2966.3096740721744
1666,184,115999603884816744753430464928476512481,0.00023820867079561695,,L4_5_IT,4230.227401207534,-2964.0610194129645,4227.90762463485,-2978.4334492989083
2005,184,146326030467151409296173249773754138948,0.00023820867079561695,,L4_5_IT,4230.227401207534,-2964.0610194129645,4246.6021282983875,-2975.2050473665054
263,185,88921457040482781341968534156566904966,0.00023820867079561695,,L6_IT,4320.726366018023,-2964.0610194129645,4349.6951876322555,-2961.1705368462763
662,185,117052171560025895233546683318472174965,0.00023820867079561695,,Pvalb,4320.726366018023,-2964.0610194129645,4318.54339564692,-2969.9434097959493
664,185,161925118622011653251935135475475464319,0.00023820867079561695,,Pvalb,4320.726366018023,-2964.0610194129645,4335.754292523842,-2967.667511953614
1153,185,309759485370683121495795098454720452751,0.00023820867079561695,,Pvalb,4320.726366018023,-2964.0610194129645,4322.827397575509,-2968.37156866278
1208,185,255200170125539055159973155026768125893,0.00023820867079561695,,L4_5_IT,4320.726366018023,-2964.0610194129645,4276.811556711598,-2953.1520698062013
384,186,49005085154058346030288577258238791777,0.00023820867079561695,,L5_ET,4411.2253308285135,-2964.0610194129645,4390.3826315369315,-2930.7399000013643
462,186,62200948461666133145822915084923853301,0.00023820867079561695,,L6_IT,4411.2253308285135,-2964.0610194129645,4396.970297399249,-2948.6116638391377
676,186,40939547012830077241889026574318594315,0.00023820867079561695,,Peri,4411.2253308285135,-2964.0610194129645,4428.457358253054,-3005.900867509993
2073,186,254799496896529144406822432467435270151,0.00023820867079561695,,Peri,4411.2253308285135,-2964.0610194129645,4439.43195991469,-2992.05432523966
2155,186,201725832123495542861903891434452607968,0.00023820867079561695,,L5_ET,4411.2253308285135,-2964.0610194129645,4400.884407038649,-2942.998340474673
1492,187,4225540512996765088319663865953331825,0.00023820867079561695,,Astro,4501.724295639003,-2964.0610194129645,4478.611649249596,-2989.9402047902713
1798,187,121500964151967952948386852758082417550,0.00023820867079561695,,Astro,4501.724295639003,-2964.0610194129645,4515.179962104435,-2968.9685631437846
150,187,200232678939698199677760681633284565800,0.00023820867079561695,,L4_5_IT,4501.724295639003,-2964.0610194129645,4545.498899579277,-2952.602410954054
1108,187,193746905104281990284598740941595210851,0.00023820867079561695,,L4_5_IT,4501.724295639003,-2964.0610194129645,4458.817686795126,-2962.1835854981073
1565,187,114331788353756305922838715143844698387,0.00023820867079561695,,L6_IT,4501.724295639003,-2964.0610194129645,4510.5132804665745,-2946.610332678611
392,188,128895439225780069205572845256628639402,0.00023820867079561695,,L2_3_IT,4592.223260449493,-2964.0610194129645,4562.346547465465,-2974.5504596308538
986,188,236366012408799442211188006006012522132,0.00023820867079561695,,L2_3_IT,4592.223260449493,-2964.0610194129645,4565.840221707575,-2975.4921052183727
1167,188,263050539819766790672557163048423832866,0.00023820867079561695,,L2_3_IT,4592.223260449493,-2964.0610194129645,4584.732232349157,-2961.9432226399877
1402,188,146589899840976964339258946674460971234,0.00023820867079561695,,L2_3_IT,4592.223260449493,-2964.0610194129645,4616.3983092585595,-2966.1963204387466
2209,188,331428573995583582451551598071411651099,0.00023820867079561695,,L2_3_IT,4592.223260449493,-2964.0610194129645,4631.798991466708,-2942.122989136853
2640,189,98066885232680676224218719444364845931,0.00023820867079561695,,L2_3_IT,4682.722225259982,-2964.0610194129645,4638.37810536628,-2973.0673887589023
328,189,139682608837126527973214708026738559770,0.00023820867079561695,,L5_ET,4682.722225259982,-2964.0610194129645,4699.551178956478,-2965.9011284063195
68,189,200792426705393496475825558774636708129,0.00023820867079561695,,L6_CT,4682.722225259982,-2964.0610194129645,4702.768707048563,-2969.3108493967916
1496,189,23044327192105566599359426758755226758,0.00023820867079561695,,L5_ET,4682.722225259982,-2964.0610194129645,4684.2679825557,-2942.350602151896
1900,189,86079373224668850872954679641925077593,0.00023820867079561695,,Endo,4682.722225259982,-2964.0610194129645,4688.645152372888,-2969.6751283509116
691,19,306963153863075739468955962296135397073,0.00023820867079561695,,L5_ET,4501.724295639003,-3778.551702707372,4493.501431323082,-3780.817768279005
3220,19,262513366284392704051059994100828791627,0.00023820867079561695,,L6_IT_Car3,4501.724295639003,-3778.551702707372,4506.319273775582,-3765.147371306573
475,19,9671416807543251361327700808716091660,0.00023820867079561695,,L5_IT,4501.724295639003,-3778.551702707372,4495.895533940708,-3744.721579969052
790,19,74347703569415824165214140174637520789,0.00023820867079561695,,L2_3_IT,4501.724295639003,-3778.551702707372,4514.02722954595,-3778.360216233161
1450,19,218850266073139083002978933568085322011,0.00023820867079561695,,Oligo,4501.724295639003,-3778.551702707372,4498.878009609677,-3823.7115777490703
2022,190,171724966371908384415719583685037441878,0.00023820867079561695,,L5_6_NP,4773.221190070472,-2964.0610194129645,4751.991549747813,-3001.26091717023
3229,190,287300892240472326478221208137625604492,0.00023820867079561695,,L6_IT,4773.221190070472,-2964.0610194129645,4757.699623256557,-2921.5569417075994
1540,190,32605632250473291914599906714144867621,0.00023820867079561695,,OPC,4773.221190070472,-2964.0610194129645,4757.779363046328,-2965.8016172955713
1361,190,272703850843569468165518297821728857911,0.00023820867079561695,,Pvalb,4773.221190070472,-2964.0610194129645,4781.813849038341,-2959.5222382477723
