cell_id,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,LSI_13,LSI_14,LSI_15,LSI_16,LSI_17,LSI_18,LSI_19,LSI_20,LSI_21,LSI_22,LSI_23,LSI_24,LSI_25,LSI_26,LSI_27,LSI_28,LSI_29,LSI_30
104365014135643894222330683479992207738,5.538238,-3.3105526,-3.2883193,-0.60366577,1.1331247,3.2765064,1.0081922,0.38530037,1.2381575,-0.15291221,-2.5957494,0.7673612,-2.3174098,0.7910035,-1.1270094,-0.6090392,0.83604264,-0.5338192,1.2871935,-0.5118224,0.6729738,0.71300375,-0.33449847,0.96086437,0.29941055,2.0457194,0.009856287,-0.82013965,-1.2288872
10439354818870026981613212500868313457,-0.085167065,0.18140107,2.6676745,1.9892745,2.2329156,1.8765831,-1.5710773,-2.4974167,-0.897243,-0.14107111,0.4112886,-0.4900809,0.2818558,-0.09385327,0.38729095,-0.058550257,2.3318696,0.22240135,0.42954516,-0.6059713,-0.21828048,-0.5544566,0.22705734,0.5941893,-0.88758546,0.3157059,-0.12166432,0.1753541,0.5191718
10443051352889986513007462453736025395,-2.2268822,-1.6229476,-0.2501648,-3.692205,3.8224533,-0.9090074,4.8389335,4.0757213,0.81163615,-2.5911922,1.283171,3.198058,3.1979277,-2.5574496,-0.22613345,-2.6785326,0.89585596,-0.45774758,-0.15659061,-0.430715,-1.8425922,0.6335709,-1.4555869,-1.2663817,0.6731559,-1.2335259,0.4198238,0.51652074,-1.0354551
104604897593115865177436657157450128626,-3.085008,2.3641322,-4.0416465,0.052675024,0.9843487,-2.5496502,0.38293126,-0.49528304,-1.6752036,-0.02872836,-1.5935344,-1.0297048,0.8885792,-0.46999797,-0.15959395,0.27394325,-0.6773906,0.827345,-1.5616009,-0.2284952,-0.15122096,0.19773214,0.45742232,-0.6712391,-0.5456778,1.3653557,-0.17889746,-0.45672488,0.42071578
104688916223698180762689830356491784092,-2.1409335,-0.9906569,-1.9287802,-1.3701061,-2.9804037,-0.81234753,0.67534316,1.1346879,-0.43490866,-0.1713203,0.13734716,-2.0833538,-2.368235,0.39325285,-2.6417944,4.6043944,1.2277075,1.8211073,-1.4932346,-0.67245317,-3.6562524,-0.81724215,-1.0538373,-0.6477985,1.00016,-0.16007514,-0.7209651,-0.4208422,-1.268731
104810467644933401534108350868278512588,-2.9681349,-1.216272,-1.9068488,-4.2419667,1.8607486,-0.11681829,3.1348078,2.3359618,2.0505626,-0.41290304,1.040172,1.6672218,1.9638665,-0.8509758,0.11642257,-0.88601476,0.36753574,-1.5412478,1.7487137,1.3835417,-2.8796904,1.4908227,1.4165714,3.4167886,-0.49736896,0.91506886,-0.5241639,-0.49409777,-0.3781075
104930837473195784129626300048275722903,0.3125363,5.0652676,-0.43181133,1.8984185,3.124268,-1.9779781,-0.43295488,1.2389151,5.2307553,2.709874,-0.40513593,-0.012526815,-0.8221125,0.5657437,-1.6488272,-1.1897963,-1.0511318,-0.41172245,-3.3619785,2.7350667,-0.46821955,-2.8441985,-1.2288493,-0.62619925,0.18837729,-0.45376098,-0.59123,0.15273778,-0.55603504
104967994236261301881635103946587746438,-2.9522288,0.6982962,0.38031012,1.1215763,-1.8454468,3.1334012,0.5494405,-0.2814766,0.06486477,-0.39826518,0.7634081,0.2990969,-0.39091247,-0.032380227,0.22745764,0.96482134,0.8663715,-1.0861337,0.06953614,1.7069916,0.65910983,-0.98541474,1.5881888,0.04735712,0.086697236,-0.8132636,-0.28965977,0.5128278,0.10526944
104968955476732765422841178727438430701,-1.5225457,0.12953441,-2.6513486,-4.069017,-1.3447627,0.67217904,3.0932078,1.8468285,0.6964109,-0.28826684,0.4908119,3.1066191,1.4290212,0.8385554,-0.123814516,-1.1804234,-2.1144745,-0.7531887,0.41081986,1.1672939,-0.2340091,0.35287282,1.2611381,0.21032615,0.82640994,-0.18535292,-0.09857813,-0.09311515,0.8240206
104992503200761093134034073696813050482,5.681374,-2.7429013,-2.2509522,0.20326468,0.97471625,2.8429856,-1.1421386,-0.012701323,1.5980169,-0.5605951,-1.9040781,-0.3701159,-0.3388386,0.038194347,0.18569668,2.0928397,0.0875232,0.06930423,1.6821313,3.3213704,0.6496158,-0.13862474,-2.1014292,0.7905431,-0.68086493,-2.7719727,1.2282057,-0.45620546,1.0516088
105018458557167169914316082564072308694,1.5509893,5.6320534,-2.3103359,1.1591498,-0.32985353,-3.485004,-0.24122334,-3.6796927,1.8004867,-0.35511592,1.6247892,2.3749573,-1.2867863,-2.7574346,1.3542917,1.3360094,-0.32684967,1.4326199,-0.8300839,-0.23501311,1.9305066,-2.005976,-0.8669011,-0.059536472,-1.2737452,1.2848961,1.0905702,-0.5028023,0.08651868
105071344348029652741587405638132693436,-1.0846568,0.71840477,0.41358978,0.31143847,-1.6056049,0.87211597,-1.4611866,-2.699134,-0.17431524,0.47537756,-2.4911175,3.0029879,0.810439,3.4167144,4.3046303,0.26846397,1.2352346,-0.26948592,0.5205866,1.112209,0.47154582,-0.8328821,0.62649745,-0.89693063,0.69868845,0.44363508,-0.69483626,-0.57796407,-0.19048348
105152267502956405986163481251877765161,1.5913198,-2.9941618,-1.5962213,0.84505725,-0.022091404,-2.015735,-2.2618766,-1.421278,-0.37934366,0.18444428,3.1426005,-0.80959415,1.9441907,-1.2748686,0.74633694,-0.668766,0.87376815,1.9353428,0.33959758,-1.3476197,0.14805287,0.0872609,-0.7495261,-0.33165842,0.3248594,-0.6922087,0.65634674,-0.044780422,-0.47710043
105263668150168837112863311590313411862,5.1882095,7.751395,0.36073688,-0.7192176,-0.9058055,-3.1855278,0.40617862,-2.8521125,0.9118093,-3.2128663,1.1457002,1.1617291,-1.0890484,-2.8940868,-0.31868336,1.3507602,-0.43345186,-0.13652834,-0.9090108,0.22005455,1.3964559,0.08222143,0.4306078,-0.35553318,0.44603598,-0.87921154,-0.6910195,-0.469686,0.12839869
105274351643193085986950367987181897816,-1.612418,-0.18192905,4.1200156,1.453265,6.990056,2.8426762,1.3825818,0.34369257,-2.0413482,0.42544982,1.8833315,-1.3980522,1.1520252,0.40652123,-0.35457578,0.52671206,-1.26718,-1.2091614,0.3378293,-2.493266,1.2638314,-0.84010154,0.6379517,0.6679199,0.043184962,0.48560858,1.2109112,-0.15305896,-1.5949112
10542423909097908135626060641967534030,1.2789133,0.21491018,-0.74992234,4.6257515,0.22426912,-2.6771812,2.8721223,1.4252298,0.5393541,-1.3946844,0.3856747,-1.4270099,-3.6967187,4.521263,2.411208,-1.6606754,1.6764196,0.022030998,-0.20189366,-0.92238617,-0.9780928,-0.9734195,-2.2141068,-0.35017222,0.7414111,0.44898263,1.5500752,0.13728721,-0.8105521
10551633534698854195667512244395380368,1.0895693,-2.1948884,1.4842273,-0.21512902,-0.48005345,-0.47348624,-1.4395285,-0.4764645,-1.2177161,0.72448957,-1.1740328,-0.22460975,0.06261263,-0.2754568,-0.46904615,-0.07891596,-0.8039632,0.80936474,1.5511553,0.80589116,-0.09965603,-0.94588286,0.18117991,2.3697112,2.5063863,0.30116117,1.3394418,0.101741634,1.3699353
105525767171112837661148829982548287983,-0.24806014,-2.2857811,-0.96198267,-0.8635064,0.7004816,0.2228421,-2.7953105,0.26948035,1.4054691,-0.5354453,3.2091494,-0.69679284,-0.90312964,0.22218204,0.019940432,-1.0521314,0.5407437,-0.8862452,-1.0081685,-0.8812969,0.21369515,1.1499666,-0.16804627,-0.29845768,0.43033224,2.550615,1.4664391,-0.40973166,-0.18128759
10572187217408534447623344359384783673,-1.0548953,-0.9974742,4.1990256,-1.7205667,-0.06622469,-4.081711,1.6760253,1.682402,-1.5404313,1.2104318,-1.5421934,-0.53610456,0.0075224703,0.0054907072,-0.6587932,-1.3439454,-1.5358365,1.0516982,0.7796453,2.1330435,-0.2317024,0.6201092,0.35635975,-0.48069203,-0.6577099,0.10137114,-0.42747065,0.28139934,-1.2243097
105800546334780003599145862547236550829,-0.7480462,-0.45748913,-0.034503,-1.4354937,-3.2933972,0.12409983,-2.4448678,-3.0491219,0.039052878,1.3027824,-1.2279507,-0.11695592,0.7424488,-0.65324926,0.5738836,-1.4575088,2.3818507,-0.0948395,-0.61328536,-0.3362969,0.011826369,-0.40390742,-0.059467588,0.30849767,-0.33753785,0.53964734,-0.1986713,-0.23077995,-0.72721297
